HGNC symbol	MGI symbol
NUPR1	Nupr1
SOS1	Sos1
RNU6-420P	Gm25797
LCP2	Lcp2
RND3	Rnd3
OCEL1	Ocel1
TAS2R41	Tas2r126
PKNOX1	Pknox1
CDH7	Cdh7
EPM2AIP1	Epm2aip1
KLHDC2	Klhdc2
PTRH2	Ptrh2
CPXM2	Cpxm2
GINS2	Gins2
IRAK3	Irak3
PLSCR5	Plscr5
IFNA8	Ifna15
TLR6	Tlr6
EBF1	Ebf1
CROCC	Crocc
LSS	Lss
VRK3	Vrk3
DGCR14	Dgcr14
CRY2	Cry2
CA6	Car6
GPR39	Gpr39
GSTZ1	Gstz1
DYDC2	Dydc2
CLDN10	Cldn10
RNU6-320P	Gm25039
IGKV2D-40	Igkv2-109
IGKV2D-40	Igkv2-137
CFB	Cfb
CFB	Gm20547
VAV3	Vav3
SHE	She
SIX5	Six5
WDR5	Wdr5
	Gm25492
GYLTL1B	Gyltl1b
LYRM5	Lyrm5
VAMP4	Vamp4
CCNT2	Ccnt2
MSH6	Msh6
CALB1	Calb1
RGS11	Rgs11
CACNA1D	Cacna1d
ARMC10	Armc10
REXO4	Rexo4
PKD1	Pkd1
OPRK1	Oprk1
FAM161B	Fam161b
CC2D1B	Cc2d1b
CHUK	Chuk
RNU1-69P	Gm24624
CHM	Chm
WDTC1	Wdtc1
ACER3	Acer3
TTBK2	Ttbk2
POLQ	Polq
ARSK	Arsk
RHOJ	Rhoj
RNU6-909P	Gm25323
PVRL4	Pvrl4
KCTD19	Kctd19
FAM102B	Fam102b
GPD2	Gpd2
	Gm23444
	Gm24950
	Gm23849
	Gm23971
	Rnu2-10
	Gm24497
BRINP1	Brinp1
ABT1	Abt1
ZFPM2	Zfpm2
TNP1	Tnp1
ZNF622	Zfp622
KIAA1644	1810041L15Rik
SLX1A-SULT1A3	Sult1a1
SPPL2A	Sppl2a
CCDC73	Ccdc73
GATA5	Gata5
CRLS1	Crls1
NTSR2	Ntsr2
KRTAP10-8	Gm19668
KRTAP10-8	Krtap10-4
ABCG8	Abcg8
AGPAT5	Agpat5
	Gm22490
NPAS1	Npas1
COL5A3	Col5a3
TXNRD3	Txnrd3
KCNA6	Kcna6
ANK2	Ank2
MTUS2	Mtus2
IRF6	Irf6
GLIS1	Glis1
VPS4A	Vps4a
RNF25	Rnf25
FCRLA	Fcrla
C17orf67	Gm525
TMEM39A	Tmem39a
LRRC57	Lrrc57
TXNL4A	Txnl4a
KDM5A	Kdm5a
SEPT8	Sept8
SHISA4	Shisa4
	Gm25427
ADRA1B	Adra1b
SLFN14	Slfn14
CCDC93	Ccdc93
LPP	Lpp
KBTBD3	Kbtbd3
CTNNBIP1	Ctnnbip1
APOBR	Apobr
SAMD3	Samd3
SBK2	Sbk2
UGT3A2	Ugt3a1
UGT3A2	Ugt3a2
SNRPA	Snrpa
TCTA	Tcta
OR2T29	Olfr330
OR2T29	Olfr328
OR2T29	Olfr224
AKAP5	Akap5
ZDHHC18	Zdhhc18
TFCP2L1	Tfcp2l1
MIA	Gm21983
MIA	Mia
RNU6-1012P	Gm25601
RTN4	Rtn4
JAK3	Jak3
TMEM43	Tmem43
TXNDC12	Txndc12
NR1H2	Nr1h2
NKX2-3	Nkx2-3
PIK3CG	Pik3cg
AIDA	Aida
P3H4	P3h4
DPM2	Dpm2
	Vamp2
PRAMEF25	Gm16429
PRAMEF25	Gm6351
PRAMEF25	BC061212
PRAMEF25	Gm6502
PRAMEF25	Gm7682
PRAMEF25	Gm10424
PRAMEF25	Pramel1
PRAMEF25	Pramef8
PRAMEF25	Gm13043
PRAMEF25	Gm13040
PRAMEF25	Gm13057
PRAMEF25	Gm13083
PRAMEF25	B020004J07Rik
PRAMEF25	Pramef6
PRAMEF25	Gm12800
PRAMEF25	Gm12794
PRAMEF25	Pramef25
PRAMEF25	Gm13101
PRAMEF25	Pramef17
PRAMEF25	Pramel4
NINJ2	Ninj2
SLC13A3	Slc13a3
CCDC66	Ccdc66
MTG2	Mtg2
CDKL5	Cdkl5
ARHGAP8	Arhgap8
C17orf85	1200014J11Rik
C1QTNF2	C1qtnf2
RFWD2	Rfwd2
RHBDF1	Rhbdf1
MAML2	Maml2
UGGT2	Uggt2
SLC12A1	Slc12a1
LSM14B	Lsm14b
HYAL1	Hyal1
HCK	Hck
SLC22A2	Slc22a2
NEDD8	Nedd8
	Gm22864
MOV10L1	Mov10l1
UBQLNL	Ubqlnl
RNU6-519P	Gm24593
ATP5F1	Atp5f1
	Cpeb1
FCMR	Fcmr
SLURP1	Slurp1
CDC26	Cdc26
PARP1	Parp1
DUS2	Dus2
IL12RB2	Il12rb2
TMEM62	Tmem62
OR51F1	Olfr583
OR51F1	Olfr585
NAMPT	Nampt
TEN1-CDK3	Cdk3-ps
NHLRC3	Nhlrc3
CCT4	Cct4
GK5	Gk5
SEC14L5	Sec14l5
OR11H6	Olfr745
RAB13	Rab13
CCNL2	Ccnl2
WDR76	Wdr76
VNN1	Vnn1
ARHGAP36	Arhgap36
MCM8	Mcm8
SPATA22	Spata22
CCNB1IP1	Ccnb1ip1
PPP1R14D	Ppp1r14d
ARHGEF18	Arhgef18
PTGDR2	Ptgdr2
GLB1L2	Glb1l2
RBMXL3	Rbmxl2
S1PR1	S1pr1
	Gm26224
TNFSF13	Tnfsf13
ZCRB1	Zcrb1
SLC9A3R2	Slc9a3r2
CTSB	Ctsb
RNF208	Rnf208
ZCCHC4	Zcchc4
ZFP2	Zfp2
RAB3D	Rab3d
CCNA2	Ccna2
RNF5	Rnf5
ACSM2B	Acsm2
	Gm23993
	Gm24262
	Gm25113
	Gm25291
	Gm24780
	Gm24963
	Gm25771
ZNF764	9130019O22Rik
ZNF764	E430018J23Rik
ZNF764	Zfp764
TTC16	Ttc16
ACTL7A	Actl7a
GGNBP2	Ggnbp2
ABO	Abo
ATP8A1	Atp8a1
HIST3H3	Hist1h3h
CLMN	Clmn
CLEC2D	Clec2i
CLEC2D	Clec2g
CLEC2D	Clec2d
CLEC2D	Clec2h
ADGRE5	Adgre5
UBE2G2	Ube2g2
ZNF236	Zfp236
H3F3B	H3f3b
NDUFA12	Ndufa12
TMEM64	Tmem64
CCNE2	Ccne2
KCNH6	Kcnh6
KCNJ13	Kcnj13
PNPLA1	Pnpla1
USP26	Usp26
ERLIN1	Erlin1
KLHDC8A	Klhdc8a
OSBP2	Osbp2
TMEM128	Tmem128
OR4C46	Olfr1202
OR4C46	Olfr1204
OR4C46	Olfr1257
OR4C46	Olfr1258
RAB3IL1	Rab3il1
SPIN2B	Spin2d
SPIN2B	Gm21637
SPIN2B	Spin2c
SPIN2B	Spin2f
BICD1	Bicd1
NBN	Nbn
SLK	Slk
LIMCH1	Limch1
LY6D	Ly6d
TOR4A	Tor4a
TIAM2	Tiam2
GAD1	Gad1
	Oc90
	Gm27477
SUMO1	Sumo1
TMEM95	Tmem95
FOXP2	Foxp2
AMDHD2	Amdhd2
ADCY10	Adcy10
AXIN2	Axin2
C17orf64	1700125H20Rik
PTPRZ1	Ptprz1
MTMR11	Mtmr11
USO1	Uso1
RPL37A	Rpl37a
PDE6G	Pde6g
KRTAP2-3	Gm11938
KRTAP2-3	Gm11937
KRTAP2-3	Krtap2-4
KRTAP2-3	Gm11562
PLEKHG5	Plekhg5
LAMA1	Lama1
TMEM200B	Tmem200b
CD5L	Cd5l
DCUN1D5	Dcun1d5
KLHL20	Klhl20
KDM4A	Kdm4a
HOXD11	Hoxd11
DAPL1	Dapl1
WWOX	Wwox
TSSK4	Tssk4
SLC41A1	Slc41a1
PPFIBP1	Ppfibp1
ATP1B3	Atp1b3
ASGR1	Asgr1
FTHL17	Gm5634
FTHL17	Gm14511
FTHL17	Gm14458
FTHL17	Fthl17
FTHL17	Gm5635
FTHL17	1600014K23Rik
SEL1L3	Sel1l3
SPN	Spn
CNKSR3	Cnksr3
OR10G6	Olfr981
TRIM65	Trim65
GFPT1	Gfpt1
SPG7	Spg7
MKS1	Mks1
PLEKHB2	Plekhb2
NME1	Nme1
NME1	Gm20390
SLC22A25	Slc22a19
SLC22A25	Slc22a26
SLC22A25	Slc22a27
SLC22A25	Slc22a29
SLC22A25	Slc22a30
SLC22A25	Slc22a28
CIT	Cit
UBR2	Ubr2
KIAA0195	2310067B10Rik
IFNAR2	Ifnar2
SLC5A12	Slc5a12
FAM78A	Fam78a
FBXO4	Fbxo4
INPP5D	Inpp5d
TMEM255A	Tmem255a
EYA4	Eya4
TIMD4	Timd4
NELFB	Nelfb
PIWIL2	Piwil2
SPHK2	Sphk2
RNASE12	Rnase12
WFDC10A	Wfdc10
ADGRA2	Adgra2
KIR3DL2	Kir3dl1
KIR3DL2	Kir3dl2
DEFB110	Gm15386
B3GALT4	B3galt4
WDR78	Wdr78
INPP4A	Inpp4a
TBCCD1	Tbccd1
	Snord11
B3GNT2	B3gnt2
APCS	Apcs
RBSN	Rbsn
RNA5SP39	Gm26004
CCT7	Cct7
TMCC1	Tmcc1
LRRC42	Lrrc42
MMP12	Mmp12
CAND2	Cand2
TAS1R2	Tas1r2
SLC24A2	Slc24a2
SEC24B	Sec24b
APC2	Apc2
FASTK	Fastk
RORA	Rora
TRIM63	Trim63
SKP1	Skp1a
RNF212	Rnf212
SPC25	Spc25
SLC25A13	Slc25a13
TAS2R39	Tas2r139
OGFOD3	Ogfod3
GJC3	Gjc3
CTSF	Ctsf
PABPC3	Pabpc1
SERPINB5	Serpinb5
EIF2B5	Eif2b5
PSD2	Psd2
CHMP1A	Chmp1a
RGS8	Rgs8
SP2	Sp2
BRD1	Brd1
CYSRT1	Cysrt1
PANX2	Panx2
ANLN	Anln
ZNF618	Zfp618
MYH7B	Myh7b
RHCE	Rhd
FAM227A	Fam227a
CREM	Crem
SEMA6A	Sema6a
EPOR	Epor
NR3C1	Nr3c1
FAM110B	Fam110b
CLPTM1	Clptm1
FAM47E	Fam47e
COPS7A	Cops7a
	Sik1
NT5DC2	Nt5dc2
SOX3	Sox3
COMMD7	Commd7
CRAT	Crat
MPHOSPH9	Mphosph9
PIK3C3	Pik3c3
RGR	Rgr
MS4A14	Ms4a14
GTF2A1	Gtf2a1
KCTD8	Kctd8
TANC2	Tanc2
C7orf43	BC037034
CCDC109B	Ccdc109b
PSIP1	Psip1
ZNHIT2	Znhit2
YWHAQ	Ywhaq
CELF2	Celf2
FAM96A	Fam96a
RNU6-715P	Gm23169
	Gm25588
	Iffo2
	Gm22786
NT5C2	Nt5c2
MDGA2	Mdga2
SERINC2	Serinc2
FBP1	Fbp1
INTU	Intu
RORC	Rorc
TCF7	Tcf7
RNU6-67P	Gm26324
RNU6-67P	Gm26204
RPS25	Rps25
	Tap2
ATP6V1C2	Atp6v1c2
VNN3	Vnn3
TEX22	Tex22
KCNMA1	Kcnma1
XPO1	Xpo1
CTNNA2	Ctnna2
RBM44	Rbm44
TSSK1B	Tssk1
SCGN	Scgn
ANGPT1	Angpt1
RASSF5	Rassf5
PLEKHA7	Plekha7
TAPBP	Tapbp
OR4F3	Olfr1303
RFTN1	Rftn1
GJA8	Gja8
SLC10A4	Slc10a4
SLC10A4	Gm5868
C1orf174	A430005L14Rik
ZNF777	Zfp777
EPHA4	Epha4
LIPC	Lipc
CHST11	Chst11
SLC22A17	Slc22a17
PITPNC1	Pitpnc1
F12	F12
RNU6-652P	Gm22056
SMPDL3A	Smpdl3a
SMARCAD1	Smarcad1
C9orf156	5830415F09Rik
PILRB	Pilra
PILRB	Pilrb1
PILRB	Pilrb2
C12orf10	Myg1
CYP17A1	Cyp17a1
RRBP1	Rrbp1
BOLA3	Bola3
IL2RA	Il2ra
VAT1L	Vat1l
RNU6-628P	Gm23469
CST3	Cst3
PHYHIP	Phyhip
GLB1L	Glb1l
TAOK3	Taok3
DECR2	Decr2
AVPR1B	Avpr1b
RIIAD1	Riiad1
PGBD1	Pgbd1
LRRFIP2	Lrrfip2
ECT2L	Ect2l
ESR1	Esr1
NAP1L3	Nap1l3
MORN1	Morn1
RCVRN	Rcvrn
UNC13B	Unc13b
B3GALT6	B3galt6
RCN2	Rcn2
KIFAP3	Kifap3
KRT35	Krt35
DIXDC1	Dixdc1
RNU6-125P	Gm26072
RNU4-91P	Gm25806
MS4A12	Ms4a12
TMEM234	Tmem234
BAIAP2	Baiap2
SSFA2	Ssfa2
BRDT	Brdt
CCDC54	Ccdc54
OR6Y1	Olfr220
SLC4A8	Slc4a8
CD200R1L	Cd200r1
CD200R1L	Cd200r4
CD200R1L	Cd200r2
CD200R1L	Cd200r3
KIF12	Kif12
ARPP21	Arpp21
PCDH17	Pcdh17
DDX39A	Ddx39
RAI1	Rai1
SLC22A23	Slc22a23
TNIP2	Tnip2
CCT5	Cct5
GPBP1	Gpbp1
ZNF664	Zfp664
PPP1CA	Ppp1ca
NUDT9	Nudt9
TMEM184C	Tmem184c
MAP4K4	Map4k4
SELE	Sele
NUDT13	Nudt13
E2F7	E2f7
ENO4	Eno4
CDK18	Cdk18
PHIP	Phip
MORN3	Morn3
TUBA3C	Tuba3b
MFSD11	Mfsd11
GCHFR	Gchfr
MAPK8IP1	Mapk8ip1
ALOX12	Alox12
FAM171A1	Fam171a1
RASSF2	Rassf2
PLEKHA8	Plekha8
ST3GAL2	St3gal2
DENND4B	Dennd4b
RNF220	Rnf220
SEC24C	Sec24c
NXPH4	Nxph4
PELI1	Peli1
COLGALT2	Colgalt2
COL26A1	Col26a1
PHLDB2	Phldb2
PTPN11	Ptpn11
TMA16	Tma16
TSPYL5	Tspyl5
USP17L30	Usp17ld
USP17L30	Usp17la
USP17L30	Usp17lc
CLIP2	Clip2
RASSF10	Rassf10
HYKK	Hykk
OR10Z1	Olfr419
LZIC	Lzic
CDKL3	Cdkl3
PILRA	Pilra
PILRA	Pilrb1
PILRA	Pilrb2
LYRM2	Lyrm2
DLK1	Dlk1
HGS	Hgs
SCNN1A	Scnn1a
TNNC1	Tnnc1
NLRP9	Nlrp9c
NLRP9	Nlrp9a
MB21D2	Mb21d2
BUD31	Bud31
MUS81	Mus81
TMEM144	Tmem144
SLC5A2	Slc5a2
FBXO17	Fbxo17
CCR7	Ccr7
ZRSR2	Zrsr2
HAL	Hal
PREB	Preb
ADGRF5	Adgrf5
CISD3	Cisd3
C17orf53	BC030867
NCL	Ncl
HSP90B1	Hsp90b1
ATPAF1	Atpaf1
PTCHD4	Ptchd4
MAD2L2	Mad2l2
STRBP	Strbp
SPATA3	Spata3
TSPAN11	Tspan11
SIRT7	Sirt7
ARPC1A	Arpc1a
RNU6-502P	Gm22887
PGC	Pgc
FARSB	Farsb
MRM1	Mrm1
LRRC69	Lrrc69
CAMTA1	Camta1
RSRC2	Rsrc2
GPX4	Gpx4
RPS6KA2	Rps6ka2
CCDC69	Ccdc69
VEGFA	Vegfa
CERS6	Cers6
IGHV3-15	Ighv7-1
IGHV3-15	Ighv7-2
IGHV3-15	Ighv7-3
IGHV3-15	Ighv7-4
IGHV3-15	Ighv6-3
IGHV3-15	Ighv6-6
IGHV3-15	Ighv10-1
IGHV3-15	Ighv10-3
MRGPRX4	Mrgpra4
MRGPRX4	Mrgprx1
MRGPRX4	Mrgprb5
MRGPRX4	Mrgprb4
MRGPRX4	Mrgprb8
MRGPRX4	Mrgprb1
MRGPRX4	Mrgprx2
MRGPRX4	Mrgprb2
MRGPRX4	Mrgprb3
RPS6KB2	Rps6kb2
ZPLD1	Zpld1
CYP2C8	Cyp2c65
CYP2C8	Cyp2c66
CYP2C8	Cyp2c29
CYP2C8	Cyp2c38
CYP2C8	Cyp2c39
CYP2C8	Cyp2c67
CYP2C8	Cyp2c68
CYP2C8	Cyp2c40
CYP2C8	Cyp2c37
CYP2C8	Cyp2c50
ICAM5	Icam5
LPCAT1	Lpcat1
UCN2	Ucn2
NXPH1	Nxph1
ATP5B	Atp5b
C19orf71	4930404N11Rik
C20orf195	BC051628
BAG1	Bag1
SCARNA7	Gm22009
GNAT3	Gnat3
GJD2	Gjd2
AK9	Ak9
GARNL3	Garnl3
KLK1	Klk1b9
KLK1	Klk1b11
KLK1	Klk1b22
KLK1	Klk1b4
KLK1	Klk1b3
KLK1	Klk1b24
KLK1	Klk1b5
KLK1	Klk1b1
WNT3A	Wnt3a
ADORA2A	Adora2a
IZUMO1R	Izumo1r
SUSD5	Susd5
MMP1	Mmp1a
MMP1	Mmp1b
POC1A	Poc1a
ALDH1B1	Aldh1b1
SOGA3	Soga3
TIGD2	Tigd2
ARL14EP	Arl14ep
RBM11	Rbm11
PRCC	Prcc
TMEM11	Tmem11
CPEB3	Cpeb3
ANKRD30B	Ankrd26
ANKRD30B	Gm1758
ANKRD30B	Gm15319
ANKRD30B	Gm20946
ANKRD30B	4930430A15Rik
PHTF1	Phtf1
MAGI3	Magi3
KIAA1328	AW554918
TUBGCP6	Tubgcp6
PROCR	Procr
PIGM	Pigm
DEFB103A	Defb14
NAPG	Napg
LYG2	Lyg2
FEV	Fev
NRXN1	Nrxn1
H2AFY2	H2afy2
PTH2R	Pth2r
SLC44A2	Slc44a2
KMT2B	Kmt2b
FCGR2A	Fcgr2b
FCGR2A	Fcgr3
ABCB10	Abcb10
ECH1	Ech1
RNF181	Rnf181
TSEN15	Tsen15
RHOXF1	Rhox10
RHOXF1	Rhox11
RHOXF1	Rhox12
RHOXF1	Rhox13
OR10H3	Olfr63
RTN2	Rtn2
IRF7	Irf7
BTNL9	Btnl9
METTL17	Mettl17
AGMO	Agmo
NAA10	Naa10
PLXNA2	Plxna2
EFCAB3	Efcab3
IGSF21	Igsf21
OR2L5	Olfr167
GIGYF2	Gigyf2
DFNB59	Dfnb59
TMEM129	Tmem129
NDUFAF3	Ndufaf3
SF3B1	Sf3b1
RGS16	Rgs16
TNFAIP8L1	Tnfaip8l1
GSTM4	Gstm4
SYT15	Syt15
	1110008L16Rik
MMP8	Mmp8
TMEM150C	Tmem150c
UCK2	Uck2
OR6K3	Olfr424
HDGFL1	Hdgfl1
SNORA5A	Gm24313
DDX23	Ddx23
UBE2D1	Ube2d1
METTL16	Mettl16
FAM83C	Fam83c
B4GALT4	B4galt4
TECPR1	Tecpr1
MRPL47	Mrpl47
DCAF8	Dcaf8
TYROBP	Tyrobp
PUS7L	Pus7l
RNF167	Rnf167
GPS2	Gps2
GAPDHS	Gapdhs
CTAGE5	Ctage5
SLC25A51	Slc25a51
NSMAF	Nsmaf
DDX31	Ddx31
GCGR	Gcgr
RFC2	Rfc2
TXNDC2	Txndc2
RBM33	Rbm33
ZBTB17	Zbtb17
RNU6-341P	Gm22965
RNU6-341P	Gm22779
RNU6-341P	Gm24919
RPA1	Rpa1
TGIF2LX	Tgif2lx2
TGIF2LX	Tgif2lx1
MYLPF	Mylpf
	1110002E22Rik
GAPVD1	Gapvd1
RGS17	Rgs17
BANK1	Bank1
TARBP2	Tarbp2
FHL3	Fhl3
BCL11A	Bcl11a
RBFOX1	Rbfox1
ST20-MTHFS	Mthfsl
TBX2	Tbx2
HPDL	Hpdl
ALDH7A1	Aldh7a1
RNA5SP386	n-R5s213
FAM222B	Fam222b
SLC23A1	Slc23a1
AP2S1	Ap2s1
MYL4	Myl4
PHC2	Phc2
PIGU	Pigu
OR8B4	Olfr878
C9orf24	1110017D15Rik
RARB	Rarb
C11orf24	1810055G02Rik
KCNA4	Kcna4
GTF2A1L	Gtf2a1l
PNMA2	Pnma2
RAB4B	Rab4b
ACY3	Acy3
TMEM114	Tmem114
PFKFB1	Pfkfb1
OR5AC2	Olfr201
OR5AC2	Olfr198
OR5AC2	Olfr199
OR5AC2	Olfr202
DUX4	AW822073
RN7SKP208	Gm23780
RNF186	Rnf186
PDIA3	Pdia3
APLNR	Aplnr
COX4I1	Cox4i1
ZMPSTE24	Zmpste24
ORM2	Orm1
ORM2	Orm3
MIB2	Mib2
RNU2-11P	Gm25560
FEZ2	Fez2
ACTN3	Actn3
DDX39B	Ddx39b
	Gm22016
TTC4	Ttc4
KLHL35	Klhl35
DGCR6L	Dgcr6
ATF6	Atf6
VPS33B	Vps33b
TMEM52	Tmem52
YWHAZ	Ywhaz
ZNF652	Zfp652
EGR4	Egr4
G3BP2	G3bp2
GOPC	Gopc
CDAN1	Cdan1
TMEM88B	Tmem88b
BCL10	Bcl10
USP17L11	Usp17ld
USP17L11	Usp17la
USP17L11	Usp17lc
CA10	Car10
FBLIM1	Fblim1
MUT	Mut
RNU6-1285P	Gm24162
OR5K4	Olfr180
OR5K4	Olfr178
OR5K4	Olfr181
RNASE10	Rnase10
HOXA1	Hoxa1
TAT	Tat
C11orf84	AI846148
RBBP7	Rbbp7
ERO1L	Ero1l
ERICH2	Erich2
SOD2	Sod2
YIF1A	Yif1a
SYT14	Syt14
CRX	Crx
SEC22A	Sec22a
RUVBL1	Ruvbl1
HTR7	Htr7
C7orf55	1110001J03Rik
ELAC1	Elac1
CPEB1	Cpeb1
SLC2A14	Slc2a3
SLC2A10	Slc2a10
APBB2	Apbb2
SPATA20	Spata20
NT5E	Nt5e
	Gm23841
FCRL6	Fcrl6
PLA2G7	Pla2g7
	Gm24151
RPRML	Rprml
CCL19	Ccl19
CCL19	Gm2564
TWF1	Twf1
NIPAL2	Nipal2
PPBP	Ppbp
FBXO27	Fbxo27
THUMPD2	Thumpd2
	Skp1a
TBC1D2B	Tbc1d2b
CPOX	Cpox
CMTR2	Cmtr2
ECE2	Ece2
POU5F1	Pou5f1
BMPER	Bmper
COPS4	Cops4
SRRT	Srrt
	Nos1ap
AKAP7	Akap7
ANAPC7	Anapc7
ST18	St18
MAGEH1	Mageh1
RGS18	Rgs18
MEA1	Mea1
ZNF394	Zkscan14
ZC3H4	Zc3h4
MYCBP2	Mycbp2
BRK1	Brk1
PCDHA7	Pcdha4
ZDHHC3	Zdhhc3
URB2	Urb2
C7orf49	3110062M04Rik
BSND	Bsnd
RNF215	Rnf215
CCDC103	Ccdc103
PGAP3	Pgap3
TTC19	Ttc19
RNA5SP66	Gm23279
ENPP7	Enpp7
ABCB1	Abcb1a
MFSD12	Mfsd12
SEZ6L	Sez6l
FBXO5	Fbxo5
PFN1	Pfn1
SYNGR4	Syngr4
	Spata13
CCL11	Ccl11
MTF2	Mtf2
LPIN3	Lpin3
UNG	Ung
FAM166B	Fam166b
FOXO4	Foxo4
SMCO2	Smco2
CDPF1	Cdpf1
TSACC	Tsacc
SPDYE16	4933411G11Rik
SPDYE16	Spdyb
HTR1F	Htr1f
SNORD7	Snord7
CLEC6A	Clec4n
BNIPL	Bnipl
TRAM1L1	Tram1l1
HADHB	Hadhb
UXT	Uxt
RBM17	Rbm17
AK2	Ak2
FGFR1	Fgfr1
PMPCA	Pmpca
DRD3	Drd3
SUPT7L	Supt7l
DCT	Dct
GPC2	Gpc2
PARVG	Parvg
PLS1	Pls1
ZNF419	Zfp773
DCTN5	Dctn5
KRTAP11-1	Krtap11-1
SCLT1	Sclt1
DTD2	Dtd2
DYNC2LI1	Dync2li1
SPON2	Spon2
ANKK1	Ankk1
ADAMTS15	Adamts15
EIF4ENIF1	Eif4enif1
GGACT	Ggact
RNA5SP242	Gm24009
EWSR1	Ewsr1
LRRC61	Lrrc61
SCARA5	Scara5
DUSP16	Dusp16
HDAC2	Hdac2
	Nsg2
MMP11	Mmp11
PRSS50	Prss50
MBD4	Mbd4
GTF2H2	Gtf2h2
CALM1	Calm2
MARCH6	March6
MAMSTR	Mamstr
BRPF1	Brpf1
KIAA0556	D430042O09Rik
ASB2	Asb2
SOX21	Sox21
L3MBTL2	L3mbtl2
ACVR2A	Acvr2a
IDE	Ide
CYTH1	Cyth1
QARS	Qars
PLA2G4B	Pla2g4b
PLA2G4B	Gm28042
NXT2	Nxt2
IFNA14	Ifna15
	Gm12302
ROM1	Rom1
ZMYM4	Zmym4
KRT32	Krt32
GPR15	Gpr15
DTX3L	Dtx3l
RLN2	Rln1
EDDM3A	Eddm3b
PPP2R3B	Ppp2r3d
YBX2	Ybx2
OR2T6	Olfr720
SPEG	Speg
ERAL1	Eral1
IGHV2-70	Ighv8-8
IGHV2-70	Ighv8-9
IGHV2-70	Ighv8-11
IGHV2-70	Ighv8-12
IGHV2-70	Ighv8-2
ELF5	Elf5
TMPRSS2	Tmprss2
ALCAM	Alcam
MRTO4	Mrto4
RNU6-449P	Gm22612
FBXL19	Fbxl19
ILKAP	Ilkap
HIST1H3A	Hist1h3h
	Gm28000
CCR4	Ccr4
FAM83B	Fam83b
NOXA1	Noxa1
CCL2	Ccl2
KCNT1	Kcnt1
RNA5SP508	Gm25365
KLF10	Klf10
APOA1	Apoa1
SNPH	Snph
AKR1C2	Akr1c18
AKR1C2	Akr1cl
AGTR1	Agtr1a
AGTR1	Agtr1b
DCTN6	Dctn6
AKAP1	Akap1
MRPS25	Mrps25
HPS5	Hps5
ZGLP1	Zglp1
ALAS2	Alas2
TRIM42	Trim42
PCDH19	Pcdh19
SNX4	Snx4
PGLYRP3	Pglyrp3
RNF114	Rnf114
ACSL6	Acsl6
TRAPPC6B	Trappc6b
GP1BB	Gp1bb
ZBTB40	Zbtb40
LRRN1	Lrrn1
OR2T4	Olfr330
OR2T4	Olfr328
OR2T4	Olfr224
SCN10A	Scn10a
PEX5	Pex5
ARHGEF1	Arhgef1
STX4	Stx4a
LIN9	Lin9
FAM214B	Fam214b
PSMD13	Psmd13
C12orf73	1190007I07Rik
CCDC121	Gm6583
CCDC121	4930548H24Rik
CCDC121	Gm6588
RFFL	Rffl
SMC2	Smc2
DNAAF2	Dnaaf2
C7orf60	B630005N14Rik
SLC25A1	Slc25a1
RNU2-14P	Gm26316
TMEM164	Tmem164
F2	F2
CAT	Cat
AFAP1	Afap1
CPSF6	Cpsf6
FLT4	Flt4
PSAPL1	Psapl1
C1QTNF1	C1qtnf1
	Dcaf8
	Ppp3r1
	Wdr92
MPP6	Mpp6
EPHA3	Epha3
RGL3	Rgl3
PRKAR2A	Prkar2a
SNCAIP	Sncaip
ASPM	Aspm
IPMK	Ipmk
MDP1	Mdp1
SFMBT2	Sfmbt2
MPZL1	Mpzl1
TMEM120A	Tmem120a
APPBP2	Appbp2
TDO2	Tdo2
RBM14	Rbm14
IGFBPL1	Igfbpl1
CST8	Cst8
NSL1	Nsl1
CST2	Cst10
PRAMEF17	Gm16429
PRAMEF17	Gm6351
PRAMEF17	BC061212
PRAMEF17	Gm6502
PRAMEF17	Gm7682
PRAMEF17	Gm10424
PRAMEF17	Pramel1
PRAMEF17	Pramef8
PRAMEF17	Gm13043
PRAMEF17	Gm13040
PRAMEF17	Gm13057
PRAMEF17	Gm13083
PRAMEF17	B020004J07Rik
PRAMEF17	Pramef6
PRAMEF17	Gm12800
PRAMEF17	Gm12794
PRAMEF17	Pramef25
PRAMEF17	Gm13101
PRAMEF17	Pramef17
PRAMEF17	Pramel4
TCF4	Tcf4
FAM149B1	Fam149b
EN1	En1
	Tmbim4
C1orf159	9430015G10Rik
MAOA	Maoa
CEP170	Cep170
SLC25A44	Slc25a44
PRKX	Prkx
RNU6-830P	Gm23761
CXCR6	Cxcr6
LDB1	Ldb1
RASSF7	Rassf7
CELF5	Celf5
DNASE2B	Dnase2b
XPNPEP3	Xpnpep3
RNPC3	Rnpc3
DAGLB	Daglb
SLC9A2	Slc9a2
SMIM11	Smim11
PDXK	Pdxk
NLRP12	Nlrp12
MRC1	Mrc1
FAM221A	Fam221a
TCP11X2	Tcp11x2
MFF	Mff
IGFBP6	Igfbp6
VPREB3	Vpreb3
RNU6-1138P	Gm22965
RNU6-1138P	Gm22779
RNU6-1138P	Gm24919
CCR2	Ccr2
CCR2	Ccr5
SLC25A36	Slc25a36
ERMAP	Ermap
MYO7A	Myo7a
USP5	Usp5
FOXC2	Foxc2
CUL7	Cul7
TIMM10B	Timm10b
BUD13	Bud13
CLCN7	Clcn7
TTF1	Ttf1
CUTA	Cuta
