Domain,assoc_id,PLOTS,In Figure 4D,FEATURE,Drug id,Drug name,Drug Target,N_FEATURE_pos,N_FEATURE_neg,log max.Conc.tested,log max.Conc.tested2,FEATUREpos_logIC50_MEAN,FEATUREneg_logIC50_MEAN,FEATURE_deltaMEAN_IC50,FEATUREpos_IC50_sd,FEATUREneg_IC50_sd,FEATURE_IC50_effect_size,FEATUREpos_Glass_delta,FEATUREneg_Glass_delta,FEATURE_ANOVA_pval,Tissue_ANOVA_pval,MEDIA_ANOVA_pval,MSI_ANOVA_pval,FEATURE_FDR
PANCAN,a378,WebPage,NO,loss:cnaPANCAN360 (),290,KIN001-260,IKK,25,893,2.9957,NA,5.1875,4.5770,0.6105,0.8002,1.2118,0.5075,0.76,0.50,3.8951E-04,4.9969E-85,1.6905E-04,8.0117E-01,17.0133
PANCAN,a232,WebPage,NO,MLL2_mut,346,THZ-2-102-1,CDK7,94,809,0.9163,2.9957,-2.6805,-1.4163,-1.2642,2.0663,2.5484,0.5051,0.61,0.50,1.2462E-04,8.7043E-38,2.0414E-03,3.5179E-01,8.8187
PANCAN,a225,WebPage,NO,loss:cnaPANCAN369 (),1161,ZG-10,IRAK1,58,436,2.3026,NA,2.0277,1.4226,0.6052,1.5155,1.1515,0.5046,0.40,0.53,1.1851E-04,4.4561E-11,3.5162E-01,3.0426E-01,8.6812
PANCAN,a121,WebPage,NO,TP53_mut,1373,Dabrafenib,BRAF,577,293,2.3026,NA,3.5861,2.6293,0.9568,1.5932,2.3966,0.5031,0.60,0.40,2.0493E-05,6.2450E-67,7.9246E-01,1.1926E-01,2.7963
PANCAN,a336,WebPage,NO,loss:cnaPANCAN93 (),1057,NVP-BEZ235,PI3K (Class 1) and MTORC1/2,87,752,-1.3863,0.6931,-1.9050,-2.5097,0.6047,1.2813,1.1939,0.5026,0.47,0.51,3.0926E-04,9.6350E-14,5.6111E-01,2.8095E-02,15.1964
PANCAN,a414,WebPage,NO,gain:cnaPANCAN363 (ASXL1),179,5-Fluorouracil,DNA antimetabolite,99,814,3.4657,NA,4.3496,3.4652,0.8843,1.4717,1.7944,0.5017,0.60,0.49,5.0141E-04,2.5139E-45,6.5785E-08,2.3222E-01,19.9968
PANCAN,a174,WebPage,NO,loss:cnaPANCAN304 (),110,Roscovitine,CDKs,43,354,2.7726,NA,4.3595,3.8742,0.4853,0.9513,0.9697,0.5015,0.51,0.50,6.0119E-05,1.7981E-04,8.2468E-01,8.9765E-01,5.6087
PANCAN,a175,WebPage,NO,loss:cnaPANCAN305 (),110,Roscovitine,CDKs,43,354,2.7726,NA,4.3595,3.8742,0.4853,0.9513,0.9697,0.5015,0.51,0.50,6.0119E-05,1.7981E-04,8.2468E-01,8.9765E-01,5.6087
PANCAN,a176,WebPage,NO,loss:cnaPANCAN306 (),110,Roscovitine,CDKs,43,354,2.7726,NA,4.3595,3.8742,0.4853,0.9513,0.9697,0.5015,0.51,0.50,6.0119E-05,1.7981E-04,8.2468E-01,8.9765E-01,5.6087
PANCAN,a347,WebPage,NO,"gain:cnaPANCAN367 (ARFGAP1,GNAS)",208,SB-715992,KIF11,117,805,-2.0557,NA,-1.0016,-1.8832,0.8815,1.5710,1.7843,0.5012,0.56,0.49,3.4300E-04,2.0938E-33,4.8423E-02,1.9104E-02,16.3202
PANCAN,a227,WebPage,NO,MLL2_mut,226,GSK1070916,AURKB,92,802,0.9400,2.3263,0.6814,1.7373,-1.0558,2.4981,2.0714,0.4983,0.42,0.51,1.2051E-04,7.7010E-60,1.0856E-05,3.5828E-01,8.7655
PANCAN,a222,WebPage,NO,gain:cnaPANCAN366 (),140,Vinorelbine,Microtubules,76,806,-2.7489,NA,-3.1000,-3.8992,0.7992,1.6916,1.6081,0.4947,0.47,0.50,1.1444E-04,1.3215E-06,6.5530E-02,9.3600E-03,8.5111
PANCAN,a194,WebPage,NO,MLL2_mut,279,BIX02189,MAP2K5 (MEK5),96,823,2.9957,NA,3.7356,4.3270,-0.5913,1.3051,1.1825,0.4945,0.45,0.50,7.5420E-05,2.6629E-71,1.2625E-06,4.7157E-01,6.4187
PANCAN,a369,WebPage,NO,loss:cnaPANCAN94 (),1057,NVP-BEZ235,PI3K (Class 1) and MTORC1/2,89,750,-1.3863,0.6931,-1.9171,-2.5099,0.5928,1.2697,1.1954,0.4926,0.47,0.50,3.7654E-04,9.8314E-14,5.6134E-01,2.8131E-02,16.8479
PANCAN,a329,WebPage,NO,MLL2_mut,294,MPS-1-IN-1,MPS1,96,821,2.9957,NA,3.1663,3.8382,-0.6719,1.1677,1.3879,0.4916,0.58,0.48,2.9798E-04,2.7837E-42,6.6422E-07,7.0760E-01,14.9287
PANCAN,a313,WebPage,NO,EWSR1-FLI1_fusion,341,EX-527,SIRT1,17,899,2.9957,NA,5.0713,5.3954,-0.3242,0.4245,0.6659,0.4893,0.76,0.49,2.7223E-04,5.8969E-34,2.1317E-03,2.8192E-01,14.3599
PANCAN,a288,WebPage,NO,gain:cnaPANCAN363 (ASXL1),208,SB-715992,KIF11,102,820,-2.0557,NA,-1.0056,-1.8666,0.8609,1.6398,1.7771,0.4884,0.52,0.48,2.1295E-04,1.9152E-33,4.8231E-02,1.9044E-02,12.2081
PANCAN,a457,WebPage,NO,MLL2_mut,290,KIN001-260,IKK,96,822,2.9957,NA,4.0733,4.6544,-0.5811,1.1613,1.1974,0.4868,0.50,0.49,5.9489E-04,5.8495E-85,1.7059E-04,8.0126E-01,21.4319
PANCAN,a474,WebPage,NO,CIC_mut,1526,RDEA119 (rescreen),"MAP2K1 (MEK1), MAP2K2 (MEK2)",14,861,1.6094,NA,2.5045,1.6862,0.8184,1.3520,1.6917,0.4850,0.61,0.48,6.4127E-04,1.3982E-61,8.1576E-01,1.6977E-01,22.3372
PANCAN,a330,WebPage,NO,loss:cnaPANCAN231 (),1378,Bleomycin (50 uM),DNA damage,52,880,3.9120,NA,3.2688,2.2691,0.9997,1.7013,2.0859,0.4837,0.59,0.48,2.9896E-04,6.6082E-31,4.3251E-01,3.3617E-04,14.9287
PANCAN,a390,WebPage,NO,loss:cnaPANCAN97 (),1057,NVP-BEZ235,PI3K (Class 1) and MTORC1/2,92,747,-1.3863,0.6931,-1.9297,-2.5108,0.5811,1.2184,1.2018,0.4828,0.48,0.48,4.3263E-04,9.9720E-14,5.6150E-01,2.8156E-02,18.3153
PANCAN,a244,WebPage,NO,loss:cnaPANCAN308 (),1378,Bleomycin (50 uM),DNA damage,91,841,3.9120,NA,3.2189,2.2281,0.9907,1.7813,2.0859,0.4813,0.56,0.47,1.4591E-04,5.8293E-31,4.3170E-01,3.3275E-04,9.8537
PANCAN,a197,WebPage,NO,loss:cnaPANCAN368 (),176,IPA-3,"PAK1, PAK2, PAK3",108,763,3.4657,NA,4.7300,3.9611,0.7689,1.5329,1.6092,0.4805,0.50,0.48,8.1008E-05,3.6068E-24,1.8428E-04,3.6329E-01,6.7788
PANCAN,a206,WebPage,NO,MLL2_mut,260,NG-25,MAP3K7 (TAK1),96,823,2.3263,NA,1.9049,2.7189,-0.8140,1.7308,1.6900,0.4805,0.47,0.48,9.1658E-05,8.2640E-61,1.0660E-04,9.0999E-01,7.2938
PANCAN,a202,WebPage,NO,MLL2_mut,287,KIN001-244,PDPK1 (PDK1),95,823,2.9957,NA,2.7391,3.3405,-0.6015,1.3662,1.2396,0.4800,0.44,0.49,8.8430E-05,2.2619E-42,2.6735E-02,6.1301E-01,7.2279
PANCAN,a492,WebPage,NO,"loss:cnaPANCAN62 (HRAS,IRF7)",1170,CCT018159,HSP90,49,845,2.3026,NA,3.5715,3.0601,0.5113,1.0618,1.0752,0.4759,0.48,0.48,6.9539E-04,2.3313E-17,6.8820E-01,1.4499E-03,23.3360
PANCAN,a128,WebPage,NO,PIK3CA_mut,1527,GDC0941 (rescreen),PI3K,91,792,1.3863,NA,0.3321,0.9285,-0.5964,1.0324,1.2822,0.4737,0.58,0.47,2.3602E-05,1.0736E-07,8.3220E-01,3.7596E-02,3.0444
PANCAN,a326,WebPage,NO,loss:cnaPANCAN309 (),1378,Bleomycin (50 uM),DNA damage,87,845,3.9120,NA,3.2066,2.2341,0.9726,1.7396,2.0899,0.4721,0.56,0.47,2.9553E-04,6.5949E-31,4.3249E-01,3.3611E-04,14.9287
PANCAN,a160,WebPage,NO,gain:cnaPANCAN86 (),255,CP724714,ERBB2,57,864,2.3263,NA,3.8405,4.2818,-0.4413,1.6482,0.8702,0.4714,0.27,0.51,4.9651E-05,2.1249E-11,1.5745E-01,3.5031E-01,5.1235
PANCAN,a338,WebPage,NO,loss:cnaPANCAN310 (MAP2K4),110,Roscovitine,CDKs,48,349,2.7726,NA,4.3259,3.8718,0.4541,0.9670,0.9684,0.4690,0.47,0.47,3.1274E-04,2.0741E-04,8.2695E-01,8.9809E-01,15.2765
PANCAN,a494,WebPage,NO,MLL2_mut,303,PIK-93,"PI4K, PI3K",96,823,2.9957,NA,1.9620,2.7527,-0.7907,1.7297,1.6824,0.4686,0.46,0.47,6.9973E-04,2.9557E-65,1.3916E-08,2.1455E-01,23.3865
PANCAN,a528,WebPage,NO,loss:cnaPANCAN368 (),252,WZ3105,"CLK2, CNSK1E, FLT3, ULK1",122,799,0.2469,2.3263,0.8001,0.0209,0.7792,1.6562,1.6646,0.4684,0.47,0.47,7.9864E-04,1.3004E-57,1.8053E-13,9.6281E-01,24.9737
PANCAN,a111,WebPage,NO,BRAF_mut,295,NVP-BHG712,EPHB4,78,841,2.3263,NA,2.2867,3.0571,-0.7704,1.4645,1.6656,0.4670,0.53,0.46,1.7299E-05,9.8452E-66,6.3070E-04,4.7614E-01,2.5604
PANCAN,a485,WebPage,NO,gain:cnaPANCAN363 (ASXL1),1005,Cisplatin,DNA crosslinker,85,762,1.7918,2.3026,3.3851,2.8296,0.5556,1.1077,1.2001,0.4664,0.50,0.46,6.7108E-04,4.6011E-17,4.3737E-01,5.5228E-01,22.8452
PANCAN,a449,WebPage,NO,loss:cnaPANCAN261 (),1242,(5Z)-7-Oxozeaenol,MAP3K7 (TAK1),79,834,2.3026,NA,1.4287,0.7734,0.6553,1.2812,1.4316,0.4617,0.51,0.46,5.7671E-04,3.7829E-45,8.4215E-04,6.1187E-01,21.1653
PANCAN,a234,WebPage,NO,loss:cnaPANCAN261 (),1129,PF-4708671,RPS6KB1 (p70S6KA),81,824,2.3026,NA,4.2302,3.7987,0.4315,0.7787,0.9508,0.4606,0.55,0.45,1.2569E-04,6.2833E-08,5.5458E-01,6.8350E-02,8.8187
PANCAN,a478,WebPage,NO,gain:cnaPANCAN61 (),302,PI-103,"PI3Ka, PRKDC (DNAPK)",26,886,2.3263,NA,-0.0168,1.0755,-1.0923,2.1938,2.3798,0.4599,0.50,0.46,6.5427E-04,3.6194E-44,5.6236E-04,3.6698E-01,22.5992
PANCAN,a364,WebPage,NO,loss:cnaPANCAN308 (),110,Roscovitine,CDKs,47,350,2.7726,NA,4.3162,3.8744,0.4417,1.0586,0.9566,0.4558,0.42,0.46,3.6660E-04,2.1024E-04,8.2717E-01,8.9813E-01,16.6287
PANCAN,a208,WebPage,NO,"gain:cnaPANCAN280 (ARID4B,FH)",1007,Docetaxel,Microtubules,52,795,-4.3820,NA,-4.2549,-4.9407,0.6858,1.6242,1.4967,0.4558,0.42,0.46,9.1887E-05,3.1047E-31,1.6556E-01,2.5698E-01,7.2938
PANCAN,a409,WebPage,NO,gain:cnaPANCAN213 (MCM3),1091,BMS-536924,IGF1R,52,871,1.3863,NA,2.6821,2.1512,0.5309,1.0394,1.1745,0.4548,0.51,0.45,4.9025E-04,1.4111E-12,7.9881E-01,6.3528E-01,19.7907
PANCAN,a110,WebPage,NO,gain:cnaPANCAN364 (STK4),1378,Bleomycin (50 uM),DNA damage,71,861,3.9120,NA,3.1810,2.2543,0.9267,1.9865,2.0710,0.4488,0.47,0.45,1.7116E-05,3.9901E-31,4.2926E-01,3.2261E-04,2.5604
PANCAN,a304,WebPage,NO,MLL2_mut,225,Genentech Cpd 10,"AURKA, AURKB",97,826,2.3263,NA,1.8026,2.5842,-0.7816,1.5526,1.7739,0.4461,0.50,0.44,2.5191E-04,6.4132E-42,4.5221E-07,3.0881E-01,13.6814
PANCAN,a341,WebPage,NO,gain:cnaPANCAN366 (),1239,YK 4-279,RNA helicase A,69,723,2.3026,NA,2.0669,1.5018,0.5652,1.4405,1.2515,0.4454,0.39,0.45,3.1743E-04,1.3689E-08,5.6267E-01,4.4586E-02,15.3696
PANCAN,a218,WebPage,NO,gain:cnaPANCAN124 (EGFR),1010,Gefitinib,EGFR,88,755,-0.6931,NA,0.6129,1.0998,-0.4870,1.6770,1.0090,0.4438,0.29,0.48,1.0550E-04,9.1674E-26,9.9949E-01,8.3590E-02,7.9417
PANCAN,a521,WebPage,NO,loss:cnaPANCAN369 (),1248,FK866,NAMPT,115,783,0.0000,NA,-1.4070,-2.7385,1.3315,3.0109,3.0426,0.4382,0.44,0.44,7.7781E-04,8.9426E-40,1.2698E-01,9.9145E-04,24.6489
PANCAN,a399,WebPage,NO,loss:cnaPANCAN369 (),152,CP466722,ATM,110,813,2.7726,NA,3.1346,2.5436,0.5911,1.4683,1.3409,0.4357,0.40,0.44,4.5757E-04,6.6702E-45,1.2336E-02,3.2996E-01,18.9047
PANCAN,a96,WebPage,NO,"loss:cnaPANCAN144 (BNC2,CDKN2A,JAK2,PSIP1)",1054,PD-0332991,"CDK4, CDK6",473,350,1.3863,0.6931,1.4794,2.1662,-0.6868,1.5398,1.6253,0.4356,0.45,0.42,8.7454E-06,1.7032E-27,9.5505E-01,1.8440E-02,1.4933
PANCAN,a352,WebPage,NO,"loss:cnaPANCAN307 (CHD3,GPS2,TP53)",1378,Bleomycin (50 uM),DNA damage,109,823,3.9120,NA,3.1160,2.2201,0.8959,1.7241,2.0993,0.4351,0.52,0.43,3.5185E-04,6.7983E-31,4.3269E-01,3.3695E-04,16.5034
PANCAN,a284,WebPage,NO,"gain:cnaPANCAN272 (PIP5K1A,SETDB1)",1011,ABT-263,"BCL2, BCL2L1, BCL2L2",50,796,0.6931,NA,2.0042,1.1876,0.8166,1.8218,1.9038,0.4300,0.45,0.43,2.0786E-04,1.0987E-55,1.0768E-01,8.4941E-03,12.0465
PANCAN,a488,WebPage,NO,loss:cnaPANCAN93 (),1129,PF-4708671,RPS6KB1 (p70S6KA),105,800,2.3026,NA,4.1924,3.7907,0.4016,0.7427,0.9584,0.4291,0.54,0.42,6.9227E-04,6.9783E-08,5.5642E-01,6.8857E-02,23.3360
PANCAN,a526,WebPage,NO,MLL2_mut,222,BX-912,PDPK1 (PDK1),97,824,2.3263,NA,2.0623,2.8303,-0.7680,1.7674,1.7970,0.4281,0.43,0.43,7.9010E-04,5.8664E-62,1.8954E-02,3.7385E-01,24.8005
PANCAN,a354a,WebPage,NO,loss:cnaPANCAN259 (),1129,PF-4708671,RPS6KB1 (p70S6KA),82,823,2.3026,NA,4.1999,3.8012,0.3987,0.8034,0.9501,0.4251,0.50,0.42,3.5642E-04,6.7008E-08,5.5570E-01,6.8660E-02,16.6233
PANCAN,a354b,WebPage,NO,loss:cnaPANCAN260 (),1129,PF-4708671,RPS6KB1 (p70S6KA),82,823,2.3026,NA,4.1999,3.8012,0.3987,0.8034,0.9501,0.4251,0.50,0.42,3.5642E-04,6.7008E-08,5.5570E-01,6.8660E-02,16.6233
PANCAN,a368,WebPage,NO,"loss:cnaPANCAN315 (NF1,SUZ12)",329,QL-XI-92,DDR1,50,871,2.3263,NA,4.2644,3.7111,0.5534,0.9397,1.3194,0.4250,0.59,0.42,3.7541E-04,2.1797E-66,2.8174E-02,4.6290E-01,16.8429
PANCAN,a442,WebPage,NO,loss:cnaPANCAN258 (),1014,RDEA119,"MAP2K1 (MEK1), MAP2K2 (MEK2)",77,760,1.6094,NA,2.2144,1.4624,0.7520,1.6799,1.8145,0.4172,0.45,0.41,5.5894E-04,7.8766E-51,1.6474E-01,1.0545E-01,20.8787
PANCAN,a333,WebPage,NO,gain:cnaPANCAN363 (ASXL1),1495,AZD-2281,"PARP1, PARP2",97,806,2.3026,NA,4.0048,3.5723,0.4324,0.9990,1.0462,0.4153,0.43,0.41,3.0110E-04,8.4955E-17,3.7839E-01,1.3855E-03,14.9287
PANCAN,a386,WebPage,NO,gain:cnaPANCAN363 (ASXL1),1239,YK 4-279,RNA helicase A,82,710,2.3026,NA,2.0196,1.4969,0.5228,1.3731,1.2564,0.4120,0.38,0.42,4.1406E-04,1.3964E-08,5.6300E-01,4.4656E-02,17.7110
PANCAN,a355,WebPage,NO,SMARCA4_mut,1031,Elesclomol,HSP70,41,805,-1.6094,NA,-3.6994,-2.9791,-0.7203,1.3918,1.8122,0.4014,0.52,0.40,3.5890E-04,1.0126E-15,1.6537E-01,4.8228E-01,16.6287
PANCAN,a482,WebPage,NO,loss:cnaPANCAN369 (),1143,HG-5-88-01,"EGFR, ADCK4",58,435,2.3026,NA,3.6703,3.1708,0.4995,1.0379,1.2723,0.4004,0.48,0.39,6.6839E-04,3.7316E-10,9.8331E-01,1.3025E-01,22.8452
PANCAN,a440,WebPage,NO,"loss:cnaPANCAN230 (SYNCRIP,ZNF292)",3,Rapamycin,MTOR,131,235,-2.3026,NA,-2.8506,-2.0341,-0.8166,2.3556,1.8778,0.3962,0.35,0.43,5.5460E-04,1.3223E-07,9.9785E-01,2.1804E-01,20.8109
PANCAN,a479,WebPage,NO,loss:cnaPANCAN258 (),1129,PF-4708671,RPS6KB1 (p70S6KA),91,814,2.3026,NA,4.1711,3.8000,0.3711,0.8287,0.9496,0.3955,0.45,0.39,6.5641E-04,6.9558E-08,5.5636E-01,6.8841E-02,22.6259
PANCAN,a445,WebPage,NO,"gain:cnaPANCAN362 (CRNKL1,FOXA2)",140,Vinorelbine,Microtubules,82,800,-2.7489,NA,-3.2667,-3.8881,0.6215,1.6819,1.6146,0.3834,0.37,0.38,5.7037E-04,1.4423E-06,6.6366E-02,9.4858E-03,21.1129
PANCAN,a395,WebPage,NO,loss:cnaPANCAN305 (),1175,AG-014699,"PARP1, PARP2",70,848,1.6094,NA,3.7705,3.3934,0.3770,0.8355,0.9954,0.3830,0.45,0.38,4.4417E-04,9.3990E-15,6.6806E-01,1.2351E-01,18.5658
PANCAN,a163,WebPage,NO,PIK3CA_mut,326,GSK690693,AKT,88,831,2.3263,NA,2.9587,3.6229,-0.6642,1.7464,1.7629,0.3771,0.38,0.38,5.1332E-05,6.6167E-50,2.3145E-08,8.0751E-02,5.1995
PANCAN,a404a,WebPage,NO,loss:cnaPANCAN251 (),1026,17-AAG,HSP90,65,782,0.0000,NA,0.0855,-0.5972,0.6828,1.8614,1.8072,0.3769,0.37,0.38,4.7781E-04,2.7292E-39,2.3125E-01,4.1548E-01,19.5270
PANCAN,a404b,WebPage,NO,loss:cnaPANCAN252 (),1026,17-AAG,HSP90,65,782,0.0000,NA,0.0855,-0.5972,0.6828,1.8614,1.8072,0.3769,0.37,0.38,4.7781E-04,2.7292E-39,2.3125E-01,4.1548E-01,19.5270
PANCAN,a439,WebPage,NO,loss:cnaPANCAN253 (),1026,17-AAG,HSP90,69,778,0.0000,NA,0.0816,-0.6004,0.6820,1.8868,1.8041,0.3766,0.36,0.38,5.4433E-04,2.8112E-39,2.3139E-01,4.1555E-01,20.4722
PANCAN,a523,WebPage,NO,loss:cnaPANCAN361 (),1259,BMN-673,PARP1,45,867,2.3026,NA,2.7738,2.0771,0.6967,1.7558,1.8832,0.3711,0.40,0.37,7.8351E-04,2.4737E-18,1.4972E-01,2.2311E-03,24.7347
PANCAN,a350,WebPage,NO,MLL2_mut,1006,Cytarabine,DNA synthesis,88,755,0.6931,NA,-0.3516,0.2628,-0.6144,1.7684,1.6524,0.3691,0.35,0.37,3.4966E-04,2.4850E-16,7.2082E-01,5.9839E-03,16.4497
PANCAN,a460,WebPage,NO,loss:cnaPANCAN63 (),1378,Bleomycin (50 uM),DNA damage,40,892,3.9120,NA,3.0538,2.2922,0.7617,1.8692,2.0821,0.3673,0.41,0.37,5.9725E-04,7.4517E-31,4.3328E-01,3.3948E-04,21.4319
PANCAN,a501,WebPage,NO,"loss:cnaPANCAN230 (SYNCRIP,ZNF292)",63,BMS-509744,ITK,149,252,2.3263,NA,2.7046,3.0874,-0.3828,1.0509,1.0481,0.3649,0.36,0.37,7.1637E-04,2.1154E-03,9.6460E-02,9.3562E-01,23.6082
PANCAN,a63,WebPage,NO,loss:cnaPANCAN313 (),1047,Nutlin-3a,MDM2,70,776,2.0794,1.3863,3.9777,3.4856,0.4922,0.9877,1.3788,0.3643,0.50,0.36,2.2311E-06,3.6680E-32,7.9388E-01,6.2334E-02,0.5847
PANCAN,a323,WebPage,NO,loss:cnaPANCAN311 (),1175,AG-014699,"PARP1, PARP2",83,835,1.6094,NA,3.7473,3.3899,0.3575,0.8057,0.9999,0.3633,0.44,0.36,2.9078E-04,9.0117E-15,6.6767E-01,1.2335E-01,14.8635
PANCAN,a423,WebPage,NO,loss:cnaPANCAN26 (),1008,Methotrexate,Dihydrofolate reductase (DHFR),238,608,-1.6094,NA,-0.0957,-0.7166,0.6210,1.4701,1.8138,0.3601,0.42,0.34,5.1752E-04,5.5287E-84,7.0371E-20,4.3758E-02,20.1262
PANCAN,a433,WebPage,NO,"loss:cnaPANCAN62 (HRAS,IRF7)",1378,Bleomycin (50 uM),DNA damage,51,881,3.9120,NA,3.0274,2.2842,0.7432,1.8262,2.0856,0.3586,0.41,0.36,5.3150E-04,7.3028E-31,4.3315E-01,3.3892E-04,20.2654
PANCAN,a385,WebPage,NO,loss:cnaPANCAN312 (),1175,AG-014699,"PARP1, PARP2",80,838,1.6094,NA,3.7403,3.3918,0.3485,0.8017,1.0000,0.3540,0.43,0.35,4.1260E-04,9.3306E-15,6.6799E-01,1.2348E-01,17.6943
PANCAN,a377,WebPage,NO,loss:cnaPANCAN26 (),1024,CEP-701,"FLT3, JAK2, NTRK1, RET",238,608,0.6931,NA,-0.2457,-0.7698,0.5241,1.5646,1.4702,0.3500,0.33,0.36,3.8505E-04,5.6505E-28,3.8072E-01,9.0879E-02,16.8632
PANCAN,a66,WebPage,NO,loss:cnaPANCAN312 (),1047,Nutlin-3a,MDM2,75,771,2.0794,1.3863,3.9512,3.4850,0.4663,1.0957,1.3735,0.3450,0.43,0.34,2.4113E-06,3.7258E-32,7.9393E-01,6.2357E-02,0.6032
PANCAN,a89,WebPage,NO,BRAF_mut,263,FR-180204,ERK,78,841,2.9957,NA,4.6257,4.9275,-0.3018,0.9265,0.8722,0.3441,0.33,0.35,7.2925E-06,7.6203E-37,1.0201E-01,7.8297E-01,1.3448
PANCAN,a516,WebPage,NO,loss:cnaPANCAN262 (FOXP1),1066,AZD6482,PI3Kbeta,82,815,1.6094,NA,2.7041,2.2661,0.4379,1.2634,1.2942,0.3391,0.35,0.34,7.6855E-04,9.1591E-19,1.0741E-04,7.0404E-02,24.5916
PANCAN,a525,WebPage,NO,loss:cnaPANCAN92 (),225,Genentech Cpd 10,"AURKA, AURKB",279,644,2.3263,NA,2.9111,2.3249,0.5862,1.6969,1.7694,0.3354,0.35,0.33,7.9000E-04,8.2548E-42,4.7017E-07,3.0939E-01,24.8005
PANCAN,a504,WebPage,NO,loss:cnaPANCAN361 (),1008,Methotrexate,Dihydrofolate reductase (DHFR),43,803,-1.6094,NA,0.0084,-0.5714,0.5798,1.6016,1.7491,0.3328,0.36,0.33,7.3608E-04,6.3478E-84,7.2934E-20,4.3843E-02,24.0781
PANCAN,a112,WebPage,NO,TP53_mut,1378,Bleomycin (50 uM),DNA damage,616,316,3.9120,NA,2.5522,1.8817,0.6705,2.0884,1.9880,0.3263,0.32,0.34,1.7369E-05,4.0005E-31,4.2928E-01,3.2268E-04,2.5604
PANCAN,a320,WebPage,NO,gain:cnaPANCAN366 (),1378,Bleomycin (50 uM),DNA damage,82,850,3.9120,NA,2.9313,2.2664,0.6649,2.0403,2.0737,0.3211,0.33,0.32,2.8393E-04,6.5490E-31,4.3245E-01,3.3592E-04,14.6493
PANCAN,a527,WebPage,NO,BRAF_mut,1236,UNC0638,"G9a(EHMT2), GLP(EHMT1)",82,846,2.9957,NA,2.8089,3.2533,-0.4444,1.2005,1.4056,0.3200,0.37,0.32,7.9315E-04,2.7014E-41,3.0002E-57,4.2701E-01,24.8489
PANCAN,a507,WebPage,NO,loss:cnaPANCAN250 (SRGAP3),1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",143,705,2.3026,NA,1.3077,0.9339,0.3738,1.3525,1.1275,0.3199,0.28,0.33,7.4503E-04,6.0883E-46,7.6760E-01,3.9628E-01,24.2622
PANCAN,a83,WebPage,NO,loss:cnaPANCAN311 (),1047,Nutlin-3a,MDM2,78,768,2.0794,1.3863,3.9190,3.4864,0.4326,1.0798,1.3765,0.3199,0.40,0.31,5.0209E-06,4.3170E-32,7.9446E-01,6.2584E-02,0.9988
PANCAN,a480,WebPage,NO,loss:cnaPANCAN308 (),1175,AG-014699,"PARP1, PARP2",87,831,1.6094,NA,3.7068,3.3924,0.3144,0.8056,1.0018,0.3191,0.39,0.31,6.6635E-04,9.7836E-15,6.6842E-01,1.2367E-01,22.8452
PANCAN,a489,WebPage,NO,loss:cnaPANCAN255 (),1005,Cisplatin,DNA crosslinker,81,766,1.7918,2.3026,3.2297,2.8489,0.3808,1.3080,1.1855,0.3179,0.29,0.32,6.9334E-04,4.6190E-17,4.3741E-01,5.5229E-01,23.3360
PANCAN,a237,WebPage,NO,loss:cnaPANCAN257 (),1066,AZD6482,PI3Kbeta,281,616,1.6094,NA,2.5824,2.1801,0.4023,1.2824,1.2849,0.3133,0.31,0.31,1.2730E-04,7.3437E-19,1.0305E-04,6.9859E-02,8.8682
PANCAN,a67,WebPage,NO,"loss:cnaPANCAN307 (CHD3,GPS2,TP53)",1047,Nutlin-3a,MDM2,99,747,2.0794,1.3863,3.8796,3.4795,0.4001,1.0757,1.3840,0.2960,0.37,0.29,2.6170E-06,3.7877E-32,7.9399E-01,6.2383E-02,0.6449
PANCAN,a140,WebPage,NO,"loss:cnaPANCAN145 (FANCG,PAX5)",1378,Bleomycin (50 uM),DNA damage,71,861,3.9120,NA,2.8892,2.2783,0.6109,1.7756,2.0954,0.2947,0.34,0.29,3.2740E-05,4.4780E-31,4.3000E-01,3.2566E-04,3.8611
PANCAN,a267,WebPage,NO,gain:cnaPANCAN363 (ASXL1),1378,Bleomycin (50 uM),DNA damage,101,831,3.9120,NA,2.8680,2.2589,0.6092,1.9837,2.0809,0.2942,0.31,0.29,1.7873E-04,6.0403E-31,4.3193E-01,3.3371E-04,11.0270
PANCAN,a361,WebPage,NO,"loss:cnaPANCAN307 (CHD3,GPS2,TP53)",1175,AG-014699,"PARP1, PARP2",104,814,1.6094,NA,3.6762,3.3897,0.2864,0.8043,1.0058,0.2907,0.36,0.28,3.6502E-04,9.2178E-15,6.6788E-01,1.2344E-01,16.6287
PANCAN,a207,WebPage,NO,loss:cnaPANCAN310 (MAP2K4),1047,Nutlin-3a,MDM2,89,757,2.0794,1.3863,3.8676,3.4862,0.3814,1.1189,1.3775,0.2819,0.34,0.28,9.1840E-05,7.6875E-32,7.9652E-01,6.3479E-02,7.2938
PANCAN,a317,WebPage,NO,MLL2_mut,304,SB52334,ALK5,96,822,2.9957,NA,3.9018,4.2560,-0.3542,1.2093,1.2751,0.2793,0.29,0.28,2.8209E-04,6.4943E-23,1.2858E-02,5.2639E-01,14.6493
PANCAN,a394,WebPage,NO,loss:cnaPANCAN250 (SRGAP3),1026,17-AAG,HSP90,144,703,0.0000,NA,-0.1491,-0.6259,0.4768,1.8679,1.8000,0.2632,0.26,0.26,4.4366E-04,2.6836E-39,2.3117E-01,4.1544E-01,18.5658
