human	mouse
H0YC55	F7CXE4
H0YC55	Q8BSP2
H0YC56	Q812F8
H0YC58	Q8VDP4
H0YC59	B1AWM0
H0YC60	Q04735
H0YC61	A2AIL4
H0YC62	B2RWF7
H0YC63	A0A0R4J1L9
H0YC64	Q9D850
H0YC65	S4R1P5
H0YC66	O35674
H0YC67	Q9DCV4
H0YC68	P47791
H0YC69	Q8VDP4
H0YC70	Q9D115
H0YC72	Q9QZM9
H0YC73	Q6ZQ58
H0YC74	Q921K8
H0YC75	O70258
H0YC77	P14824
H0YC78	Q9CY52
H0YC79	Q812F8
H0YC80	Q3UVG3
H0YC81	E9Q5A7
H0YC82	S4R1P5
H0YC83	Q9CRB2
H0YC85	Q9JIN6
H0YC87	Q9DCF1
H0YC88	Q3TIR3
H0YC89	A0A0R4J242
H0YC91	Q91WM1
H0YC92	Q8VDT1
H0YC94	Q9QZ08
H0YC95	P30999
H0YC96	Q9D009
H0YC97	Q80U78
H0YC98	Q9ESF4
H0YC99	F8VQ06
H0YCA0	G3X914
H0YCA1	P97290
H0YCA2	B2RT89
H0YCA2	Q76M72
H0YCA2	Q8BWG6
H0YCA2	Q8VCA0
H0YCA2	Q91WJ2
H0YCA2	Q96LX3
H0YCA3	Q99K28
H0YCA4	B1AXJ3
H0YCA6	H3BLL2
H0YCA7	Q6PFY8
H0YCA8	Q99P21
H0YCB0	P32020
H0YCB1	A0A0R4J002
H0YCB2	Q8K3J1
H0YCB3	Q9D8Z1
H0YCB4	Q04207
H0YCB5	G5E8D6
H0YCB6	G5E8K1
H0YCB7	Q3UVL4
H0YCC0	Q8CHR9
H0YCC3	H7BX23
H0YCC4	A0A0R4J242
H0YCC5	Q91V37
H0YCC6	Q9Z1N5
H0YCC7	E9QL22
H0YCC8	D3Z5M2
H0YCC8	Q6PHQ9
H0YCD1	G3UYQ4
H0YCD2	Q75WC0
H0YCD3	E9PZ54
H0YCD3	Q3UIJ9
H0YCD5	Q9CQF0
H0YCD6	Q640L5
H0YCD7	G5E833
H0YCD9	Q60598
H0YCE0	Q9CWS4
H0YCE1	Q8BI06
H0YCE2	P97822
H0YCE3	Q9JHF5
H0YCE4	E0CXC6
H0YCE5	Q8CEQ0
H0YCE7	Q8K2D8
H0YCE8	Q62018
H0YCE9	Q5GIG6
H0YCF0	O54916
H0YCF1	A2AVZ9
H0YCF4	Q9CQQ4
H0YCF5	Q80XI6
H0YCF6	K3W4R5
H0YCF7	Q99N20
H0YCF8	G3XA17
H0YCF9	Q711T7
H0YCG0	Q80U72
H0YCG1	Q3UJB0
H0YCG2	P17047
H0YCG3	A2AVZ9
H0YCG4	Q59IW6
H0YCG5	G5E884
H0YCG7	Q9R0C8
H0YCG8	Q921Q7
H0YCG9	Q6DID7
H0YCH1	Q9Z1T5
H0YCH2	Q9D4V4
H0YCH3	Q8R1I2
H0YCH4	Q3U381
H0YCH5	G3XA17
H0YCH6	E9Q3H4
H0YCH7	G3X9L9
H0YCH8	Q9JJR5
H0YCH9	J3QN01
H0YCI1	A2AHG2
H0YCI2	Q9DCT1
H0YCI3	P46938
H0YCI4	Q78ZA7
H0YCI6	Q9EQC5
H0YCI7	Q8C0E2
H0YCI8	Q71KT5
H0YCJ2	Q9Z1B3
H0YCJ3	Q9WVC6
H0YCJ4	Q3UHK6
H0YCJ5	A2CGA5
H0YCJ7	P62908
H0YCJ8	A0A0R4J0A2
H0YCJ9	Q0P5X1
H0YCK0	Q3UMZ3
H0YCK1	Q80U78
H0YCK3	Q99MU3
H0YCK5	Q6PCX8
H0YCK7	A0A0R4J1E2
H0YCK9	Q9WTK8
H0YCL0	G5E8V5
H0YCL1	Q99K28
H0YCL3	Q5SUH7
H0YCL4	A2APM2
H0YCL5	Q91YI1
H0YCL6	Q8BP56
H0YCL7	Q99NF1
H0YCL8	Q9CPY3
H0YCL9	Q9DBT5
H0YCM0	G5E884
H0YCM1	Q9D478
H0YCM2	Q3UQZ7
H0YCM3	Q810Z1
H0YCM4	Q9JJ14
H0YCM5	A2AHG2
H0YCM7	Q8BHL5
H0YCM8	Q80TN4
H0YCM9	Q9JJR9
H0YCN0	E9QL22
H0YCN1	Q9JJE7
H0YCN2	E9PWW9
H0YCN4	Q9CXV9
H0YCN5	Q91V24
H0YCN6	A0A087WPA7
H0YCN7	Q9D2C2
H0YCN8	Q99NF1
H0YCP0	Q6DR99
H0YCP2	Q6NXY1
H0YCP4	Q59IW6
H0YCP5	Q9CQ18
H0YCP6	Q3TWI9
H0YCP7	P23591
H0YCP8	Q3UEB3
H0YCP9	Q9ESF4
H0YCQ0	E9Q9F9
H0YCQ1	Q9DBC3
H0YCQ2	F8VQ06
H0YCQ3	Q3UMZ3
H0YCQ4	Q3TQR0
H0YCQ5	Q11011
H0YCQ6	Q711T7
H0YCQ7	A2BIE1
H0YCQ8	Q99JX4
H0YCR0	A0A140T8J8
H0YCR1	A6PWD2
H0YCR2	O54916
H0YCR5	Q9CR25
H0YCR6	A0A0R4J1R1
H0YCR7	Q91VI7
H0YCR8	Q9CPY3
H0YCR9	G5E8D6
H0YCS2	E9Q9F9
H0YCS3	Q8BMB0
H0YCS4	B2RT89
H0YCS4	Q76M72
H0YCS4	Q8BWG6
H0YCS4	Q8VCA0
H0YCS4	Q91WJ2
H0YCS4	Q96LX3
H0YCS6	Q69Z98
H0YCS7	O88455
H0YCS8	P70225
H0YCS8	Q64385
H0YCS9	Q9D9V3
H0YCT0	A2VDH7
H0YCT0	B1AQP7
H0YCT0	B2RT54
H0YCT0	E9PUZ0
H0YCT0	E9PZG0
H0YCT0	G3X9K7
H0YCT0	Q3UZ24
H0YCT0	Q8C6E1
H0YCT0	Q8C7I4
H0YCT0	Q8CCA5
H0YCT0	Q8VDU3
H0YCT1	A0A140T8J8
H0YCT3	Q8BZH4
H0YCT5	Q60972
H0YCT6	Q7TNR9
H0YCT7	E9QJS1
H0YCT8	Q8CC70
H0YCT9	Q9CPY3
H0YCU0	D3YV59
H0YCU2	Q91WA6
H0YCU3	Q3UTB7
H0YCU4	Q3UYV8
H0YCU5	Q8K212
H0YCU6	A2BH40
H0YCU7	Q766D5
H0YCU8	Q9DB43
H0YCU9	P37804
H0YCV0	Q6P8H8
H0YCV1	A2A4A1
H0YCV2	Q75WC0
H0YCV3	Q8R5K2
H0YCV4	Q9QZH3
H0YCV5	G3X8S8
H0YCV6	Q3B7Z2
H0YCV7	Q8VBU5
H0YCV8	Q571C7
H0YCV9	A2APM2
H0YCW0	E9PXZ2
H0YCW1	Q61239
H0YCW2	Q3UHH1
H0YCW3	Q8BKC8
H0YCW4	Q3UHK6
H0YCW5	Q6PAL8
H0YCW6	Q8VDI9
H0YCW7	Q8BH17
H0YCW8	P23927
H0YCW9	Q9D8B7
H0YCX0	P63028
H0YCX1	E9PYY5
H0YCX2	Q3U2K0
H0YCX3	A0A0R4J0Z4
H0YCX5	B2RX14
H0YCX6	F8VQ06
H0YCY0	G3X9L9
H0YCY1	Q7M6Y3
H0YCY2	Q9Z1T5
H0YCY3	Q6NXY1
H0YCY5	Q99P21
H0YCY6	Q8VC30
H0YCY7	P07742
H0YCY8	P97821
H0YCY9	O89016
H0YCZ0	Q8R0A2
H0YCZ2	A3KGI3
H0YCZ3	Q6P1J0
H0YCZ4	Q32MD9
H0YCZ5	Q5U680
H0YCZ6	Q3USK5
H0YCZ7	Q30D77
H0YCZ8	Q7TNU7
H0YCZ9	Q9CPY3
H0YD00	Q91WM1
H0YD01	A2AJK6
H0YD02	O54804
H0YD04	Q91YT0
H0YD05	E9PXF8
H0YD06	P32020
H0YD08	Q8R5K2
H0YD09	Q9CQU8
H0YD10	Q3U3V8
H0YD11	Q60819
H0YD13	A2APM2
H0YD14	Q69ZN7
H0YD16	Q921T2
H0YD17	A2APM2
H0YD18	P81117
H0YD19	Q8VDV3
H0YD20	Q80YD6
H0YD21	H3BLL2
H0YD22	A0A182DWE7
H0YD23	Q9D7Y9
H0YD24	Q3UZW7
H0YD25	Q922G7
H0YD26	Q9QY15
H0YD27	Q9D4W2
H0YD28	D3YVM9
H0YD29	Q810P8
H0YD30	Q3UYV8
H0YD31	P53994
H0YD32	A2VDH7
H0YD32	B1AQP7
H0YD32	B2RT54
H0YD32	E9PUZ0
H0YD32	E9PZG0
H0YD32	G3X9K7
H0YD32	Q3UZ24
H0YD32	Q8C6E1
H0YD32	Q8C7I4
H0YD32	Q8CCA5
H0YD32	Q8VDU3
H0YD33	Q8CE80
H0YD35	Q921V7
H0YD36	Q75WC0
H0YD37	Q925I7
H0YD38	E9Q309
H0YD39	B2RXQ2
H0YD40	Q5QNQ9
H0YD41	Q9CXV1
H0YD42	Q6P8H8
H0YD44	P35822
H0YD45	Q2TVW7
H0YD45	Q99N08
H0YD45	Q99N09
H0YD46	Q8BH76
H0YD47	Q9EQT6
H0YD48	Q7M6Y3
H0YD49	E9PYY5
H0YD50	Q9D009
H0YD52	Q5SUH7
H0YD53	A0A087WSD2
H0YD54	Q9D9V3
H0YD55	A0A182DWE7
H0YD56	F6W3F3
H0YD56	Q9CRC0
H0YD57	P40237
H0YD58	E9PYY5
H0YD59	Q61069
H0YD60	Q924W7
H0YD61	Q08297
H0YD62	Q99K30
H0YD63	Q9DCF1
H0YD65	Q9R013
H0YD66	Q8K2U2
H0YD68	Q9D478
H0YD69	E9PVY8
H0YD70	Q91WM1
H0YD71	Q3UX37
H0YD72	B2RXQ2
H0YD73	Q9WVJ2
H0YD74	Q9D1R1
H0YD75	O54949
H0YD77	G3XA17
H0YD78	Q8R2Q0
H0YD79	Q9CQC3
H0YD80	Q9CXV9
H0YD81	Q8BWG8
H0YD82	E9QL22
H0YD83	Q8K2U2
H0YD85	Q69ZS7
H0YD86	P97929
H0YD90	A2APM2
H0YD93	Q8R4C2
H0YD94	Q99N10
H0YD95	Q8C3X2
H0YD96	Q9CXV1
H0YD97	Q8BKZ9
H0YD98	Q9D8B7
H0YD99	G3XA17
H0YDA0	Q9D035
H0YDA1	A0A140T8J8
H0YDA2	P97821
H0YDA4	Q05186
H0YDA5	Q8C5P5
H0YDA6	Q8CC86
H0YDA7	A0A087WR59
H0YDB0	Q9D8T2
H0YDB1	Q9CWS4
H0YDB2	P70302
H0YDB4	Q8BW49
H0YDB5	E9PXZ2
H0YDB7	Q8QZZ8
H0YDB8	Q14AT0
H0YDB9	Q3V2A7
H0YDC0	G3XA17
H0YDC1	A2AJK6
H0YDC2	Q6DR99
H0YDC3	O08739
H0YDC5	Q80U78
H0YDC6	Q3TQR0
H0YDC7	Q91ZR3
H0YDC8	Q80YD6
H0YDD1	Q8K245
H0YDD2	A2AFS3
H0YDD3	Q6P8H8
H0YDD4	Q8BMF4
H0YDD6	H3BLL2
H0YDD7	Q6PGA0
H0YDD8	P99027
H0YDD9	A0A0A0MQF2
H0YDE0	Q45VK7
H0YDE1	Q9D1Z2
H0YDE2	Q3UIL6
H0YDE3	Q91ZJ0
H0YDE4	Q9JIF0
H0YDE5	D3YZ21
H0YDE6	Q6PAL8
H0YDE7	Q8BHR8
H0YDE8	Q9DCT1
H0YDE9	P17427
H0YDF0	G5E8F4
H0YDF1	Q75WC0
H0YDF3	Q7TT37
H0YDF4	A0A140T8J8
H0YDF5	Q3U381
H0YDF6	Q8CAF4
H0YDF7	Q8CCJ9
H0YDF8	Q9JLZ8
H0YDF9	Q80U72
H0YDG0	Q11011
H0YDG1	Q5GIG6
H0YDG2	Q9R0C8
H0YDG4	Q3SXF8
H0YDG5	Q6Q477
H0YDG6	E9PYF4
H0YDG7	G3UWS4
H0YDG8	Q8VE92
H0YDG9	E9PWW9
H0YDH0	Q9EQC5
H0YDH1	Q3UME2
H0YDH2	Q80U93
H0YDH3	Q711T7
H0YDH4	Q8K1E6
H0YDH4	S4R1M6
H0YDH5	A2VDH7
H0YDH5	B1AQP7
H0YDH5	B2RT54
H0YDH5	E9PUZ0
H0YDH5	E9PZG0
H0YDH5	G3X9K7
H0YDH5	Q3UZ24
H0YDH5	Q8C6E1
H0YDH5	Q8C7I4
H0YDH5	Q8CCA5
H0YDH5	Q8VDU3
H0YDH7	A2AWT5
H0YDH8	B2RUS7
H0YDH9	Q63844
H0YDI0	Q0VBV7
H0YDI2	Q80U93
H0YDI4	Q8BMB0
H0YDI6	E9PYY5
H0YDI7	D3Z482
H0YDJ0	Q8BHR8
H0YDJ1	B2RX14
H0YDJ2	O35711
H0YDJ3	Q61136
H0YDJ4	E9Q4S3
H0YDJ5	Q3TQR0
H0YDJ6	Q3TWI9
H0YDJ7	Q7JJ13
H0YDJ8	Q921T2
H0YDJ9	P35762
H0YDK0	E9QPW4
H0YDK1	Q810P8
H0YDK2	Q60972
H0YDK3	Q91ZJ0
H0YDK4	Q8BUK6
H0YDK5	Q6A028
H0YDK7	Q923S9
H0YDK8	Q80U78
H0YDK9	G5E8R4
H0YDL0	Q924W7
H0YDL1	E9QP54
H0YDL2	Q6DID7
H0YDL3	A0A182DWE7
H0YDL4	G5E863
H0YDL5	P53994
H0YDL6	A0A0R4J242
H0YDL7	Q8K2U2
H0YDL9	P35762
H0YDM0	O35711
H0YDM2	A2ACV6
H0YDM3	Q9D2C2
H0YDM4	Q8BUK6
H0YDM5	G3X8Y7
H0YDM6	Q99JB8
H0YDM7	G5E8V5
H0YDM8	Q3UZW7
H0YDM9	Q9CQC3
H0YDN0	Q59IW6
H0YDN1	Q9QXS1
H0YDN2	Q91VX2
H0YDN3	D3YVM9
H0YDN4	A0A0R4J0K6
H0YDN5	Q6P8X6
H0YDN6	A2AHK0
H0YDN7	A2A259
H0YDN8	Q2PMX6
H0YDN8	Q9D9R7
H0YDN9	Q99K28
H0YDP0	G3X8Y7
H0YDP1	E9PZ19
H0YDP2	Q640L5
H0YDP3	Q3U132
H0YDP5	A2A9K7
H0YDP6	Q9CQQ4
H0YDP7	Q9CQ40
H0YDP8	Q3U7K7
H0YDP9	P35822
H0YDQ0	Q91ZT5
H0YDQ1	Q6P8H8
H0YDQ2	Q0VE29
H0YDQ3	E9PYF4
H0YDQ4	Q3TQR0
H0YDQ5	Q04891
H0YDQ6	Q80U78
H0YDQ8	Q3U182
H0YDQ9	Q6A051
H0YDR0	Q91YI1
H0YDR1	Q8K007
H0YDR2	Q9D2Z6
H0YDR3	Q810A3
H0YDR4	Q9CQ89
H0YDR5	Q9JLZ8
H0YDR6	Q3UR32
H0YDR7	P33611
H0YDR8	Q6PGA0
H0YDS0	Q8R317
H0YDS1	Q8BWG8
H0YDS2	Q9D2Q2
H0YDS3	D3YY49
H0YDS3	D3Z608
H0YDS3	F6QKH6
H0YDS3	J3QME6
H0YDS3	Q3UT41
H0YDS4	Q80U93
H0YDS5	Q7M758
H0YDS6	Q8BH17
H0YDS7	A0A0R4IZY8
H0YDS8	Q6PAL8
H0YDS9	B1AU75
H0YDT0	O54916
H0YDT1	D3YV59
H0YDT2	P56203
H0YDT3	Q8BHW2
H0YDT4	Q8K3J1
H0YDT5	P45952
H0YDT8	Q9EP72
H0YDT9	Q8C0M8
H0YDU0	Q99JX7
H0YDU1	B2RQE8
H0YDU2	Q91ZJ0
H0YDU3	Q921T2
H0YDU4	Q9D6Z1
H0YDU6	Q14AT0
H0YDU7	Q62388
H0YDU8	Q60676
H0YDU9	Q5SUH7
H0YDV0	A7UAK5
H0YDV1	L7N1X4
H0YDV1	Q6P5C7
H0YDV1	Q7M6X3
H0YDV1	Q8BIN6
H0YDV1	Q91W94
H0YDV2	Q8CDM4
H0YDV3	D3YUZ0
H0YDV4	Q6P8H8
H0YDV5	Q8R411
H0YDV6	Q6PAL8
H0YDV8	A2APM2
H0YDW0	Q59IW6
H0YDW1	G5E8R4
H0YDW2	B2RXQ2
H0YDW3	A2VDH7
H0YDW3	B1AQP7
H0YDW3	B2RT54
H0YDW3	E9PUZ0
H0YDW3	E9PZG0
H0YDW3	G3X9K7
H0YDW3	Q3UZ24
H0YDW3	Q8C6E1
H0YDW3	Q8C7I4
H0YDW3	Q8CCA5
H0YDW3	Q8VDU3
H0YDW4	Q8BW22
H0YDW5	Q921V7
H0YDW6	Q766D5
H0YDW7	A2APM2
H0YDW9	Q8BWD8
H0YDX0	P56818
H0YDX1	Q99K28
H0YDX2	Q9EP72
H0YDX3	Q9Z2C4
H0YDX4	Q9CW42
H0YDX5	K3W4R5
H0YDX6	A2APM2
H0YDX7	Q69ZS7
H0YDX8	E9Q5I3
H0YDX9	Q3UVL4
H0YDY0	G3UVW3
H0YDY1	Q5BKQ4
H0YDY2	Q3UMZ3
H0YDY3	Q62210
H0YDY4	Q8VCI5
H0YDY5	Q71KT5
H0YDY7	B1AS42
H0YDY8	O08739
H0YDZ1	E9PXF8
H0YDZ2	Q9CPX3
H0YDZ4	Q69ZK0
H0YDZ5	Q0VBL6
H0YDZ6	B2RX14
H0YDZ7	Q9R111
H0YDZ8	B2RXQ2
H0YDZ9	E9QP49
H0YE00	E9Q8I9
H0YE01	E9QP54
H0YE02	Q0VBL6
H0YE03	Q8BG79
H0YE04	Q9CYN2
H0YE05	Q64701
H0YE06	Q64735
H0YE07	Q3UZ01
H0YE08	Q8CCG1
H0YE10	G3UVW3
H0YE11	Q3V1K7
H0YE12	Q9EQC8
H0YE13	H7BX08
H0YE15	Q9CWS4
H0YE18	P04235
H0YE19	E9PXZ2
H0YE20	P16092
H0YE21	A0A182DWE7
H0YE22	G3XA17
H0YE23	P27512
H0YE24	E9QJS1
H0YE25	Q8BFQ8
H0YE26	Q9CZB3
H0YE27	D3Z536
H0YE27	J3QMG5
H0YE27	P25444
H0YE28	Q3UQA7
H0YE29	A2AH25
H0YE30	Q0VE82
H0YE31	Q9QZH3
H0YE32	Q9DBT5
H0YE33	B2RUS7
H0YE34	A2AH22
H0YE35	Q3TIR3
H0YE36	Q5U464
H0YE37	P97929
H0YE38	A6PWD2
H0YE40	A2APM2
H0YE41	E9QJS1
H0YE42	Q9R013
H0YE43	Q75WC0
H0YE44	G3XA17
H0YE46	B2RY56
H0YE47	Q9EQT6
H0YE48	Q5GIG6
H0YE49	A0A087WRT7
H0YE49	Q99N05
H0YE49	Q9D3F6
H0YE49	Q9ES61
H0YE51	Q78J03
H0YE52	Q9CQ18
H0YE53	Q80YD6
H0YE54	Q9CW79
H0YE55	Q9ERV7
H0YE57	O88455
H0YE58	A0A0R4J1E2
H0YE59	Q924W7
H0YE60	Q80Y73
H0YE62	Q8K212
H0YE63	Q6PAL8
H0YE64	Q80Y98
H0YE65	Q8CEQ0
H0YE67	A2A8W8
H0YE68	D3Z357
H0YE69	Q8BUK6
H0YE70	Q91XT4
H0YE72	A0A0R4J1E2
H0YE73	O54916
H0YE74	Q99LI7
H0YE75	F8VQ06
H0YE76	Q9D8Z1
H0YE79	Q9D8Z1
H0YE80	A0A0R4J1P5
H0YE81	Q91YT0
H0YE82	Q9QZ08
H0YE85	Q3V1G4
H0YE86	P40223
H0YE87	G3XA17
H0YE88	Q3USK5
H0YE89	O54916
H0YE90	P23591
H0YE92	Q0VB26
H0YE93	E9PXZ2
H0YE94	Q91ZJ0
H0YE95	E9PYF4
H0YE96	Q8BGV0
H0YE97	Q7M6Y3
H0YE98	Q91VN0
H0YEA0	Q59IW6
H0YEA1	A2APM2
H0YEA2	P04370
H0YEA3	A0A0R4J242
H0YEA4	Q8QZZ8
H0YEA5	B1AXJ3
H0YEA6	Q8VED8
H0YEA7	A0A0R4J0H5
H0YEA8	Q6PAL8
H0YEA9	B2RUS7
H0YEB0	Q5U464
H0YEB1	P43006
H0YEB2	A0A0R4IZY8
H0YEB3	D3YVM9
H0YEB4	Q9D0U9
H0YEB6	P56873
H0YEB7	Q9QZ08
H0YEB8	Q3UZ01
H0YEB9	Q9JJ14
H0YEC0	E9Q3E1
H0YEC0	J3QMK6
H0YEC1	Q9D992
H0YEC2	B7ZP21
H0YEC4	Q8K2U2
H0YEC5	G3XA17
H0YEC6	Q62388
H0YEC7	P29452
H0YEC9	B2RY71
H0YED1	Q9CR25
H0YED2	Q711T7
H0YED3	Q80U93
H0YED4	Q80U78
H0YED5	Q9JJE7
H0YED7	Q8K2B0
H0YED8	A9Z1V5
H0YED9	F6Y2T6
H0YEE0	Q6P8H8
H0YEE1	Q3UVL4
H0YEE2	P35762
H0YEE3	P19182
H0YEE4	P62488
H0YEE5	E9QQ90
H0YEE6	Q33DR2
H0YEE7	Q08857
H0YEE8	B2RX14
H0YEE9	Q3TQR0
H0YEF0	A0A0R4J172
H0YEF1	E9QP54
H0YEF2	A0A0A0MQ73
H0YEF3	Q9CQ18
H0YEF4	Q8VDZ4
H0YEF5	Q640M6
H0YEF6	Q8BW49
H0YEF7	Q7M6Y3
H0YEF9	B2RXQ2
H0YEG0	P17427
H0YEG1	Q99K74
H0YEG2	A2AHK0
H0YEG3	Q8CHK4
H0YEG4	Q8R0M8
H0YEG5	Q9D1R1
H0YEG7	Q9JJR9
H0YEG8	P81117
H0YEH0	G3X8X3
H0YEH1	Q7M6Y3
H0YEH2	Q80U78
H0YEH3	G3UVW3
H0YEH4	E9PYY5
H0YEH6	Q8R1Z9
H0YEH7	Q8C0D7
H0YEH8	Q0VE82
H0YEH9	E9Q3G4
H0YEI0	Q9DD19
H0YEI1	D3Z5N6
H0YEI2	Q99P21
H0YEI3	Q8CIF6
H0YEI4	Q9ESF4
H0YEI5	D3YVM9
H0YEI6	Q80ZK9
H0YEI7	G3XA17
H0YEI8	Q7M758
H0YEJ0	Q0VE29
H0YEJ2	P47810
H0YEJ4	A0A0R4J0K6
H0YEJ5	O88455
H0YEJ6	A2VDH7
H0YEJ6	B1AQP7
H0YEJ6	B2RT54
H0YEJ6	E9PUZ0
H0YEJ6	E9PZG0
H0YEJ6	G3X9K7
H0YEJ6	Q3UZ24
H0YEJ6	Q8C6E1
H0YEJ6	Q8C7I4
H0YEJ6	Q8CCA5
H0YEJ6	Q8VDU3
H0YEJ7	B2RQE8
H0YEJ8	Q8K1E0
H0YEJ9	Q3USK5
H0YEK0	B2RXQ2
H0YEK1	P56873
H0YEK2	A2AHG2
H0YEK4	P43006
H0YEK5	Q9D2C2
H0YEK7	K3W4R5
H0YEL0	Q9CQQ4
H0YEL2	Q59IW6
H0YEL3	Q9JHF5
H0YEL4	Q921E6
H0YEL5	Q9D868
H0YEL7	Q8QZT1
H0YEL8	Q80YD6
H0YEL9	Q8BGV0
H0YEM0	A0A087WRT7
H0YEM0	Q99N05
H0YEM0	Q9D3F6
H0YEM0	Q9ES61
H0YEM1	Q3UEB3
H0YEM2	Q2TVW7
H0YEM2	Q99N08
H0YEM2	Q99N09
H0YEM3	G5E897
H0YEM4	Q8BH17
H0YEM5	Q8K2U2
H0YEM6	A0A0R4J057
H0YEM7	Q91YI1
H0YEM8	D3Z623
H0YEM9	Q8R0A2
H0YEN0	Q3TIR3
H0YEN1	Q5Y5T2
H0YEN2	G5E8R4
H0YEN4	A0A140T8J8
H0YEN5	D3Z536
H0YEN5	J3QMG5
H0YEN5	P25444
H0YEN6	Q71KT5
H0YEN8	G3XA17
H0YEN9	Q923F1
H0YEP0	Q8CHK4
H0YEP1	M0QWN7
H0YEP3	Q6NSR8
H0YEP5	Q04519
H0YEP7	P97325
H0YEP8	P19324
H0YEP9	Q8BMB0
H0YEQ0	A2VDH7
H0YEQ0	B1AQP7
H0YEQ0	B2RT54
H0YEQ0	E9PUZ0
H0YEQ0	E9PZG0
H0YEQ0	G3X9K7
H0YEQ0	Q3UZ24
H0YEQ0	Q8C6E1
H0YEQ0	Q8C7I4
H0YEQ0	Q8CCA5
H0YEQ0	Q8VDU3
H0YEQ1	E9Q7F2
H0YEQ2	Q8BWG8
H0YEQ3	D3Z338
H0YEQ4	A0A0R4J0K6
H0YEQ5	Q99LF1
H0YEQ6	A0A0R4J0U7
H0YEQ8	D3Z5M2
H0YEQ8	Q6PHQ9
H0YEQ9	Q9CWS4
H0YER0	D3Z5M2
H0YER0	Q6PHQ9
H0YER1	E9PWW9
H0YER2	Q9D8Z1
H0YER3	Q8BFQ8
H0YER5	Q05186
H0YER6	Q99P21
H0YER7	O35841
H0YER8	Q5U464
H0YER9	Q9WTL8
H0YES0	A2APM2
H0YES1	E9PYY5
H0YES2	D3Z6J1
H0YES3	Q80ZI1
H0YES4	Q8BTG3
H0YES5	Q69ZS7
H0YES6	Q69Z98
H0YES7	Q9CPZ1
H0YES8	P62908
H0YES9	Q61743
H0YET0	Q8CHY7
H0YET1	O35711
H0YET2	O55186
H0YET2	P58019
H0YET3	Q8BMA5
H0YET4	A2A259
H0YET5	G5E8D6
H0YET6	P46978
H0YET8	Q8BMB0
H0YET9	Q8BWG8
H0YEU0	G5E8D6
H0YEU1	A2APM2
H0YEU2	P62908
H0YEU3	A6PWD2
H0YEU4	P55200
H0YEU5	Q60972
H0YEU6	D3Z5M2
H0YEU6	Q6PHQ9
H0YEU7	A0A0R4J082
H0YEU8	P32020
H0YEU9	E9Q6C8
H0YEV0	G5E8R4
H0YEV2	Q60598
H0YEV3	A2APM2
H0YEV4	Q9D0U6
H0YEV5	Q80YD6
H0YEV6	B1AXJ3
H0YEV7	Q9EQF5
H0YEV8	F8WHD8
H0YEV9	E9QAX2
H0YEW0	Q8BVI5
H0YEW1	Q3UHC2
H0YEW2	Q2TVW7
H0YEW2	Q99N08
H0YEW2	Q99N09
H0YEW3	G3XA17
H0YEW4	H3BLL2
H0YEW5	A2BH40
H0YEW6	G3X9L9
H0YEW7	G5E8Q7
H0YEW8	Q3V1G4
H0YEW9	E9PVR2
H0YEX0	E9PWW9
H0YEX1	Q45VK7
H0YEX2	B9EJX5
H0YEX3	Q3U132
H0YEX4	Q32MD9
H0YEX5	Q3UJB0
H0YEX6	Q63844
H0YEX7	Q8BH76
H0YEX8	Q8VDI9
H0YEX9	Q9JI59
H0YEY0	B2RX14
H0YEY1	Q3U381
H0YEY2	Q8CHP0
H0YEY4	Q9JKX6
H0YEY5	Q9QY23
H0YEY7	A3KGI3
H0YEY8	Q7M6Y3
H0YEZ1	Q920P5
H0YEZ3	Q0P5Y3
H0YEZ4	Q9DAM1
H0YEZ5	Q0P5X1
H0YEZ6	A0A087WR59
H0YEZ7	Q924X7
H0YEZ8	Q9DCN7
H0YEZ9	Q8R317
H0YF00	Q8K019
H0YF01	Q99MB2
H0YF02	P04370
H0YF05	Q3UJK4
H0YF06	Q8C3X2
H0YF08	A2APM2
H0YF09	G3X949
H0YF10	Q60972
H0YF11	A0A0R4IZY8
H0YF12	P35235
H0YF13	Q0VBV7
H0YF14	Q8K019
H0YF15	B2RXQ2
H0YF16	Q9DBT5
H0YF17	Q80Y98
H0YF18	Q59IW6
H0YF19	Q9D478
H0YF20	A0A0R4J225
H0YF21	A2AJI0
H0YF22	Q6PGA0
H0YF23	P62918
H0YF25	Q8BFQ8
H0YF26	Q3US16
H0YF27	Q8R2Q0
H0YF28	B2RX14
H0YF30	Q80Y98
H0YF31	Q8CC86
H0YF32	P62908
H0YF33	B1AU75
H0YF35	D3YZD8
H0YF36	Q80U93
H0YF37	Q99K30
H0YF40	Q8BH00
H0YF42	G3UVW3
H0YF43	Q91YI1
H0YF44	Q9QZ08
H0YF45	Q99K28
H0YF46	B1ASB6
H0YF48	Q8VDI9
H0YF49	Q9R1A8
H0YF50	Q5U680
H0YF51	B2RUS7
H0YF52	E9QLR8
H0YF53	Q80SY9
H0YF54	Q8BH17
H0YF55	G5E884
H0YF56	Q8K212
H0YF57	Q59IW6
H0YF58	Q91V24
H0YF61	P32020
H0YF62	A0A140LIJ0
H0YF63	Q8K019
H0YF64	Q9JKK0
H0YF65	Q80ZA4
H0YF66	Q9D8S4
H0YF68	Q8BYC6
H0YF69	D3Z1N2
H0YF70	Q9Z257
H0YF72	Q6KAU8
H0YF75	O08582
H0YF77	P0CW70
H0YF78	Q5H8C4
