mouse_uniprot	mouse_entrez	mouse_refseq	human_entrez	human_refseq	human_uniprot
Q5DTF3					
A4FUT6					
Q3TNX8					
Q8C5T4	74890	NP_083388.1;XP_006530538.1;XP_006530539.1;XP_006530540.1;XP_006530541.1;XP_011246546.1	283385	NP_776254.3	Q6PF18
G5E8Z9					
D3YZR4					
A2AE72					
A0A0N4SVZ3					
A2AEP5					
Q9WV54	11886	NP_062708.1;XP_017168016.1;XP_017168017.1;XP_017168018.1;XP_017168019.1;XP_017168020.1;XP_017168021.1	427	NP_808592.2	Q13510
Q60733					
Q9TP16					
Q8VFJ6					
Q99NG1					
O35385	19023	NP_035278.1;XP_006534880.1	5470	NP_006230.2	O14830
A0A1B0GT15					
J3QN35					
E9PV37					
Q9QZY4					
D3Z0S6					
A2BI41					
A2A715					
P15974					
Q3TXR9					
Q3UGN6					
Q9CQC3	67483	NP_080464.1	138255	NP_001010940.1	Q5VTT2
Q6P211					
Q6W043					
E9Q852					
Q8C040					
A0A0G2JE91					
A0A0A6YXU9					
A2A7R2					
D3YXS3					
Q4FZH9					
E0CYI3					
Q91XI5					
S4R2B7					
G3UWS4					
A0A0N4SVW6					
Q3V141					
Q3TRR8					
D3Z4N2					
D3Z3X2					
D3YVK9					
D3Z390					
H3BLL3					
Q3V3Z5					
A0A087WSQ7					
Q8K4U0					
Q571I4	244418	NP_766499.2	157285	NP_001074295.1	Q86YV5
Q91Y56					
A0A0N4SWC0					
Q8CDX7					
Q925C8					
B1AXZ4					
G3UY69					
Q3TBC8					
D3Z320					
Q9CT54					
Q91XX1					
F6SHL3					
A0A1B0GST6					
A0A0A6YWQ7					
Q8C277					
Q8C221					
E0CXH3					
Q544S6					
Q8K187					
Q6PAR4					
Q922J3	56430	NP_001278158.1;NP_062739.2	6249	NP_937883.1	P30622
G3UX37					
A0JNS7					
B2RXM1					
Q9CQ69	22272	NP_001313543.1;NP_079628.1	27089	NP_055217.2	O14949
A2A6N9					
A2AMQ9					
Q8BUW3					
Q9DC77	66106	NP_001239520.1	23676	NP_055147.1	Q9UHP9
H7BWZ1					
B9EIE9					
Q3TX26					
Q8C5K1					
P70661	11925	NP_033849.3	50674	NP_066279.2	Q9Y4Z2
S4R239					
A0A0A6YY20					
A0A140LHU2					
Q8BLD4					
D3Z1Y6					
D3Z790					
Q9JIL6	93746	NP_001192325.1;NP_444348.1	55507	NP_061124.1	Q9NZD1
Q3UNX5	20216	NP_058566.3;NP_997606.2;NP_997607.2	6296	NP_005613.2	Q53FZ2
Q9D6R7					
Q9DB77	67003	NP_080175.1	7385	NP_003357.2	P22695
Q3UBB0					
P03888	17716;3338902	NP_904328.1;YP_220550.1	4535	YP_003024026.1	P03886
G3UYP0					
Q2VPR5					
Q3V0I3					
Q6P9S0	244654	NP_001297520.1;NP_941027.1	92154	NP_612392.1	Q765P7
Q3V1B3					
G3X923					
Q3TC17					
D3Z273					
A0A0A6YXT7					
Q9R157	13524	NP_034214.2	8749	NP_055052.1	Q9Y3Q7
O19467					
X5J5I4					
Q3V0B7					
A8Y5P8					
Q3TBK8					
A2AAJ9					
Q543H0					
B7ZCG3					
A2A997					
A2NTK2					
G3UY77					
Q3USR6					
A2AJZ5					
Q7TPG1					
Q3TJ28					
B0QZH0					
Q2M2Q8					
A9X414					
A7MCW3					
Q9CUD6					
Q99PA8					
Q3TWA2					
Q8CAG8					
A2ASB1					
H3BL27					
Q5RJH9					
B0V2H9					
Q9D941					
Q3U7A5					
A0A0G2JGJ9					
H3BJZ2					
Q8BP35					
A0A0A6YW93					
Q3TQ07					
Q91X21	77034	NP_084117.2	90231	NP_612355.1	Q8IYS2
A2BHP7					
A0A0R4J113					
E0CYU8					
E9PXW8					
Q7TMI8					
A2AEK3					
B4YDY0					
Q541T2					
Q9DAY9					
A1ECK8					
Q3KPA7					
A0A0B4J1F3					
G5E8B6					
Q8BPC7					
Q8BPT3					
Q9ERK5					
Q3TUJ5					
Q8BKT3	330361	NP_808552.2	6936	NP_003194.3	P16383
Q8BNU7					
A0A0G2JE44					
Q9D3Y3					
Q7TNX7					
Q8BZ17					
Q8VD65	75669	NP_001074778.1	30849	NP_055417.1	Q99570
A2AWE5					
Q3U267					
Q9WU23					
Q9Z1M6					
D3Z2B4					
Q924P8					
Q91ZF0	99349	NP_081268.1	120526	NP_859057.4	Q6P3W2
Q3UBH2					
A0A1C7ZN10					
B2RUH3					
Q8VFT6					
Q9EPL4	59052	NP_067529.2	51108	NP_057109.3	Q9H1A3
D3YV17					
D6RFT6					
O89079	59042	NP_067513.1	11316	NP_009194.2	O14579
Q3TLU5					
Q7TQC3					
Q80WB1					
Q3U672					
Q3TJP6					
A2AJT3					
Q542U3					
Q3V241					
Q9D4F6					
A0A087WR02					
B9EIC7					
P70434	54123	NP_058546.1	3665	NP_001563.2	Q92985
D6RFQ6					
A2AA71					
Q923L1					
D6REH0					
Q8BMC5					
B0R010					
Q8R5C5	226977	NP_666219.1	10120	NP_005726.1	P42025
F6ZX84					
P26645	17118	NP_032564.1			
E9PWD2					
D3YVY1					
Q8CCA0	100737	NP_001177662.1;NP_001177663.1;NP_849227.1	23142	NP_001274684.1	Q92564
Q8C324					
Q8C5U6					
Q9CRE2					
Q9EQB7					
Q812B5					
F6WIM8					
Q7TRP1					
Q3UTF3					
F6UYC1					
Q3V0P7					
S4R190					
S4R2B4					
B7ZMQ1					
A2AL20					
B2RXA2					
Q8BKC7					
Q3THR9					
Q1AN90					
B0LAE5					
A0A0U1RNW8					
Q9JJ86					
Q8C2K5	320484	NP_848900.2;XP_006524476.1	64926	NP_075055.1	Q86YV0
A0A0G2JDI5					
A0A0G2JGY4					
Q60632	13865	NP_034281.2	7025	NP_005645.1	P10589
Q95554					
A0A1B0GT08					
Q8BII9					
A0JP49					
Q9ESZ9					
G3UX77					
D3YY53					
Q6P4T0	329015	NP_919329.2	23130	NP_055919.2	Q2TAZ0
K3W4Q8					
A0A0J9YVB5					
Q62207					
Q8CEH8					
A6PWP4					
A0A087WRU5					
Q9QXT8	56461	NP_001104801.1;NP_001277934.1;NP_062763.2	30818	NP_038462.1	Q9Y2W7
Q9WVE0	11628	NP_033775.1	57379	NP_065712.1	Q9GZX7
A1E285					
P23818	14799	NP_001106796.1	2890	NP_001107655.1	P42261
Q8BQU6	118454	NP_536702.3;NP_780661.2	57165	NP_065168.2	Q5T442
A0A0R4J0C9					
Q3UE52					
Q3TWC7					
F7BDN4					
G5E8R2					
Q9D9I3					
F6V6F0					
A0A0A6YWA2					
A0A0G2JEH4					
Q1WWK2					
D6RGM2					
E9PUI5					
Q7TS40					
Q9CVG0					
H3BKE3					
Q3UQ28	69675	NP_852060.2	7837	NP_036425.1	Q92626
A0A0N4SUX0					
Q3T9E0					
Z4YK11					
F6TBV1					
Q3V475					
J3QMM5					
Q6A011					
F2WWK5					
A2AJ30					
D3Z0Z2					
E9PV69					
Q3UH99	380702	NP_001030046.1	388336	NP_997269.2	Q6ZSJ9
Q64288	18378	NP_035140.1	4975	NP_006180.1	P47874
A0A0G2JE49					
Q8CI88					
O88225					
Q3TNZ0					
Q4U213					
D3Z2G0					
Q9ERH7	15259	NP_034564.2	10114	NP_005725.3	Q9H422
Q3U886					
Q8C7C3					
Q3KNI0					
F6X2I0					
P01636					
Q80WF9					
A0A140LIJ9					
Q3UUG9					
Q66I43					
F6YKN8					
B2RVF4					
Q3UWA5					
Q642L7					
Q3UX61	97243	NP_001028363.1	84779	NP_116082.1	Q9BSU3
Q3US05					
P98063	12153	NP_033885.2;XP_006518523.1	649	NP_006120.1	P13497
Q3UMS5					
Q8BWQ4	234728	NP_666327.2;XP_006530979.1;XP_006530980.1	55783	NP_060818.4	Q8IYT2
A0A087WRP4					
B2RUI7					
Q8CAH8					
B1ATZ0					
A0A0A6YWW5					
Q8CG68					
H3BKB3					
D3YYY3					
E9Q4T4					
Q3V059					
P0C605	19091	NP_001013855.1;NP_035290.1;XP_006526831.1	5592	NP_006249.1	Q13976
Q5R1E1					
Q3URF5					
Q3UT39					
E9Q0D1					
Q3TBN2					
Q3UXE6					
Q9WVP3					
Q8C538					
Q3TPD9					
A0A0A0MQD1					
Q6P1F5					
E9Q575					
Q8R0I0	70008	NP_001123985.1;NP_081562.2	59272	NP_068576.1	Q9BYF1
Q8VEB1	14773	NP_061357.3	2869	NP_005299.1	P34947
Q8BLA1					
A0A075EIS2					
Q8C494					
A2AKI2					
A0A0G2JDC8					
Q3V2D2	225443	NP_001028452.1	389336	NP_996849.2	Q6UWT4
P16056					
D6RCX9					
A0A0A6YWQ5					
Q8BK81					
Q6LBQ8					
Q8C6A8	59058	NP_067535.3	27319	NP_689627.1	Q8NFJ8
F6S041					
Q8CGS6	77782	NP_001152841.1;NP_084253.1	10721	NP_955452.3	O75417
Q3UTW3					
A0A1B0GSQ5					
E9PXN0					
G3UWE1					
B9EKG9					
Q05DV0					
Q6HAA1					
A0A0J9YVB0					
F7C9S8					
Q9D7B2					
H3BKB5					
Q8BVA4	93689	NP_444336.2	25802	NP_036266.2	P29536
Q5D096					
Q570Z3					
O35436					
A2AUP6					
Q2M4I6					
A0A1B0GSU5					
Q3TQN5					
D6RHP2					
F6UMS9					
Q3ZB68					
Q3V091					
Q5PR72					
E9PZR7					
P02089	15130	NP_058652.1			
A0A0G2JDB8					
Q3TV80					
Q9CQB5	67006	NP_080178.1;XP_006501981.1	493856	NP_001008389.1	Q8N5K1
Q3TX06					
D3Z4C7					
P50428	11883	NP_033843.2	410	NP_000478.3	P15289
A0A0A6YWB7					
A2AF82					
A0A075B5X6					
Q4VBX1					
Q91VU8	84113	NP_598710.1	53635	NP_059128.2	Q86YD1
Q27VK4					
Q9JLR9	56295	NP_062788.1;XP_006512264.1	25994	NP_001093138.1	Q9Y241
A3KGE1					
O54784	13144	NP_001177402.1;NP_031854.1;XP_006513258.1	1613		O43293
Q99LY2	68616	NP_077190.2	79153	NP_077283.2	Q7L5L3
Q3TFC2					
Q80U32					
Q8CI67					
Q0VEE5					
A0A0A6YXG8					
Q921Z9					
D3YUU6					
B1AVA4					
E0CYA7					
Q8R2D6					
A0A075B5W7					
Q6ZWM8					
Q01097	14812	NP_032197.3	2904	NP_000825.2	Q13224
A2A4L9					
H3BLA0					
E9PZB6					
Q8CEY2					
Q8BTI3					
E9PX68					
Q3UEF0					
A2NVX2					
Q9D736					
X5J4I7					
A0A140LHJ2					
A0A0J9YTW7					
Q9DBD0	71775	NP_082194.1			
Q3TNL6					
A0A0A0MQA4					
F2Z3Y4					
Q7TRP6					
Q32MW8					
E9Q423					
Q69Z50					
H3BKI6					
F6XVL5					
Q3TYW8					
Q922R8	71853	NP_082235.1	10130	NP_005733.1	Q15084
Q7TRV8					
E9PWA1					
A2ATG3					
Q8CAI3					
A0A140LHY6					
Q810B1					
Q8K2I2	240084	NP_666360.2	54535	NP_001099034.1	Q8TD31
Q8C0X0	385668	NP_001001492.2	150082	NP_689718.1	O95447
B2RWG6					
Q3US60					
M0QWP2					
A2A474					
Q8C7L5					
O88700	12144	NP_001035992.1;NP_031576.4	641	NP_000048.1	P54132
A0A0J9YV88					
A2NVV4					
E9Q004					
Q3TLQ0					
A0A0U1RP95					
Q9JIP6	57265	NP_065256.1	2535	NP_001457.1	Q14332
G3UXR6					
D3YWZ2					
Q3UHY0					
B1AR48					
A2BI50					
Q8VFH4					
F6WDS8					
Q9QYL4					
A0A140LIG2					
Q3U4F3					
Q9QYJ0	56445	NP_062768.1	10294	NP_005871.1	O60884
A0A140LI22					
Q62084	18938	NP_032915.2	26472	NP_619634.1	Q96C90
Q62412					
Q31108					
L7MU37					
Q3TY95					
Q6NS55					
G3X973					
G3UZC4					
E0CXM9					
Q0V927					
Q3UKQ5					
F2Z422					
Q544T7					
Q3UXH0					
Q3SXI0					
A2AUG4					
F8VQK6					
Q9D8E6	67891	NP_077174.1	6124	NP_000959.2	P36578
Q497R3					
Q9QYB1	29876	NP_038913.1	25932	NP_039234.1	Q9Y696
Q8BFZ9	244373	NP_705820.1;XP_006509179.1;XP_006509180.1	11160	NP_009106.1	O94905
Q8C6A3					
Q5XJE5	235497	NP_001034611.1	123169	NP_620147.1	Q8WVC0
Q91ZB8	211578	NP_987075.1	116512	NP_944605.2	Q8TDS7
Q5ND24					
B9EIA9					
B7FAU7					
A0A087WQ92					
Q80U69					
G0YP42					
Q8BGZ3	68970	NP_081169.2	25853	NP_056212.1	Q5T6F0
Q9JJQ1					
D3Z445					
Q99JX8					
Q9Z0S1	23827	NP_035924.2	10380	NP_006076.4	O95861
Q7TQY6					
E9Q6M5					
Q99LK5					
Q3UEE4					
L7N1X5					
Q6XMP4					
Q3UDQ7					
D3YVG9					
E0CZF8					
A0A0N4SVR5					
J3QN64					
A0A0N4SUI5					
Q5HZK4					
E0CXU1					
B1AWE1					
Q8CEZ7					
Q149B8	74183	NP_766005.2;XP_006539275.1			
Q9WUM4	23790	NP_035909.2	23603	NP_001098707.1	Q9ULV4
Q8C5I2					
E9Q7R5					
A0A0A6YVT6					
B2RUC1					
Q9CUP5					
Q3UNH6					
Q80V88					
A0A0A6YWR1					
A3KG93					
Q5NCH9	108072	NP_775548.2;XP_006532024.1	2916	NP_000834.2	O15303
O08760	18294	NP_035087.3	4968	NP_002533.1	O15527
Q60773	12581	NP_034008.2;XP_006510031.1	1032	NP_001791.1	P55273
A0A0U1RP81					
Q8BK42					
C4IXU1					
Q3UF50					
Q3B847					
O70131	18081	NP_038638.1	4814	NP_004139.2	Q92982
Q8C4Z6					
Q5DTZ5					
Q9JM63	16513	NP_001034573.1;XP_006496740.2	3766	NP_002232.2	P78508
E9Q7R8					
Q3U5K7					
A0A0U1RPA0					
Q8BRB0					
P30276	12442	NP_031656.2	9133	NP_004692.1	O95067
A0A0A6YWM6					
A0A087WS27					
B7ZP41					
Q3TTD0					
Q3TZI3					
A0A0J9YVA6					
K7N5Y9					
Q6W049	259161	NP_001011533.2			
Q8BP04					
A0A068F126					
Q9D2T5					
Q3UZM3					
J3QNG0					
Q5FWX6					
Q3UP02					
Q569V6					
S4R2T7					
F6Y247					
S4R168					
Q99K92					
H3BJH4					
Q7TPW6					
Q3UU77					
A0A0B7MAW8					
Q76KB5					
Q9CXU0	28077	NP_613062.1	84246	NP_115662.2	Q9BTT4
Q69ZF2					
Q3U2R0					
Q8CDH3					
Q99N11	105352	NP_001033044.1;NP_598829.1	56940	NP_001273484.1	Q9NRW4
Q3TYT7					
Q3UA81					
A0A0R4J0R8					
A0A087WRG2					
G3UX63					
V9GXR9					
Q8CEU2					
Q91ZZ4					
Q5DU18					
Q920E5	110196	NP_001240680.1;NP_608219.1	2224	NP_001995.1	P14324
Q9Z1X2	27388	NP_038810.2	81490	NP_110410.1	Q9BVG9
Q3UYT9					
Q3V231					
B7ZCP4					
B2RWR1					
Q3UGJ5					
A0A140LHD8					
Q7TSC9					
Q8K4A1					
H7BX08					
P70397	13396	NP_034187.1	1750	NP_005213.3	P56179
C6EQK3					
A3KGU4					
Q7TMV1	75841	NP_780435.1	11236	NP_009149.2	Q8WU17
Q3U920					
Q9D6F6					
Q4U111					
A2AJ26					
D6RCY8					
B5B2Q6					
V9GXN3					
X5J507					
Q8BTD8					
A0A0G2JEJ5					
H9KV00					
E0CZ78					
Q91VJ0					
Q99LP9					
Q3UJ03					
A0A1B0GT70					
B7ZNE8					
Q9CW16					
Q6ZQH0					
Q3TY13					
Q8BWN7					
Q3TYV4					
Q3TDV9					
P26040	22350	NP_033536.2	7430	NP_003370.2	P15311
J3QMK6	73458	NP_082821.2			
A0A140LJ59					
O35089	12794	NP_034050.1	254263	NP_872359.1	Q6PI25
Q9DAR9					
Q8BGQ4	217734	NP_700464.2	29954	NP_037514.2	Q9UKY4
Q5SUF9					
Q8BYJ1					
A0A087WQR6					
Q8R576					
D6RI41					
B9EIV6					
A0A0R4IZY0					
A0A0R4J2C2					
F6YAD1					
Q8CF16					
Q3TD57					
Q3UH41					
Q7TQQ4					
Q8CBV7					
Q5FW57	240549	NP_001013784.2;NP_001161379.1			
Q4FJR4					
A0A0R4J056					
A0A0F6Q910					
Q3T9F5					
A0A1B0GR92					
Q3UG56					
B2RQV1					
Q8VDU3					
P47941	12929	NP_001264160.1;NP_031790.2	1399	NP_005198.1	P46109
Q3U7U3	69754	NP_694875.2	25793	NP_036311.3	Q9Y3I1
A0A0N4SUQ6					
B1AWE7					
D3Z553					
Q3UQ58					
Q3TE51					
F7ACM4					
E9Q3S4	22625	NP_035867.1	80122	NP_079328.3	Q56UN5
Q5SNZ0	108686	NP_789811.2;XP_006514518.1	55704	NP_001129069.1	Q3V6T2
Q8CH62	72284	NP_082460.2	220064	NP_703152.1	Q8WV07
Q8CAI4					
Q8BNW8					
A0A0A6YX34					
Q6GQV8					
Q8BRU1					
D3YUR8					
B1AY15					
F6X5P5					
P09023	15414	NP_032295.1	3216	NP_061825.2	P17509
O54994					
Q3ULR3					
Q3TAP5					
Q8BL98					
Q3UNC4					
Z4YJU0					
A0A0R4J274					
F7B6K4					
Q6NTA3					
G3UWS0					
Q8CCC0					
A0A1B0GRM9					
Q3TZL4					
Q7TQL0					
Q80U11					
D3Z0E5					
D3Z4J6					
Q3U405					
D6RI61					
Q8C6M6					
Q569Z9					
Q546S6					
Q9R0B6	23928	NP_035966.2	10319	NP_006050.3	Q9Y6N6
D3Z1M0					
A0A0U1RQ13					
A0A0M6L0E8					
Q9DAQ8					
W4VSP0					
Q497G5					
A0A0R4J1X6					
A0A0R4J0V4					
M0QWQ0					
Q3UZ08					
F6WK59					
K7TDM1					
M0QWF4					
E9PVD1	208908	NP_001128239.1;XP_006530318.1	84660	NP_958843.2	Q6P9F0
Q7TQE6	66146	NP_079658.2	55219	NP_060672.2	Q8N5G2
Q504P5					
Q8BQM2					
A0A087WPL6					
Q8CAB4					
A2ICR0					
X2BYC3					
Q3TTE3					
I0B501					
A2RSX3					
Q3UNW7					
Q91ZT8	69299	NP_081303.1	140462	NP_001026909.1	Q96DX5
B2CY77					
Q6PDJ3					
Q8BP70					
Q5SU73					
Q3UPG6					
Q91WQ0					
B2RTL6					
P97377	12566	NP_058036.1;NP_904326.1	1017	NP_001789.2	P24941
B7ZCN8					
P49764	18654	NP_032853.1	5228	NP_002623.2	P49763
D3YWU7					
D3YVF7					
Q80VC3					
Q8C0B8					
A8R0X0					
Q6R5F1					
D6RDS4					
Q543C9					
Q2KHS8					
Q80TJ5					
F7DE82					
Q3V0E3					
A0A0A6YXE4					
J3QPN1					
Q3TIF8					
Q7TS68	74455	NP_001159413.1;NP_001159415.1;NP_083226.3	221078	NP_872349.1	Q8TEA1
Q3UX70					
S4R2P2					
Q692V2					
D3YUT8					
Q9JI57	57080	NP_001074931.1;NP_001074932.1;NP_001074935.1;NP_001074936.1;NP_001074938.1;NP_001074939.1;NP_001231865.1;NP_065064.2;XP_006504529.1;XP_017176527.1;XP_017176528.1	9569	NP_057412.1	Q9UHL9
D6REG3					
Q03958	14976	NP_001172111.1;NP_034515.1	10471	NP_001252524.1	O15212
Q3U3D2					
Q9EP75	64385	NP_001191262.1;NP_001191263.1;NP_001191264.1;NP_001191265.1;NP_071879.1;XP_006524845.1	66002	NP_076433.3	Q9HCS2
Q7TNA4					
P15392	13086	NP_034127.2	1553	NP_000757.2	Q16696
Q3U2J5	73582	NP_082852.1	79823	NP_079042.1	Q7Z624
A2A7R1					
O19460					
Q3TWF9					
A0A0A6YW57					
D3Z4U0					
E2RUG8					
O35926	12570	NP_034002.2	8941	NP_003927.1	Q13319
Q9QYI4	56709	NP_064349.2	54788	NP_001002762.2	Q9NXW2
Q6P9R5					
F6YD18					
D3Z329					
Q61460					
O35181	18183	NP_032760.1	10718		P56975
Q9QWI2					
D3Z0C0					
Q2UY11	213945	NP_001032954.1;XP_006505094.1;XP_006505095.1;XP_017176991.1	340267	NP_001032852.2	Q2UY09
Q9JIC3					
Q8VGL6					
D6RGT6					
A0A087WP37					
M0QWL7					
B7ZCH2					
Q8BGM7	241113	NP_714966.1;XP_006496051.1;XP_006496052.1	53632	NP_059127.2	Q9UGI9
Q8C0G8					
Q4JFN6					
Q63ZV1					
Q3UIX8					
E9Q0U7					
E9PX07					
Q8CDZ9					
Q9D566					
P48318	14415	NP_032103.2;XP_006498828.1;XP_006498829.1	2571	NP_000808.2	Q99259
D3Z0K2					
H3BJA3					
C5IAW8					
G3X942					
Q80SX7					
Q8BNZ1					
Q5M8M3					
A0A0J9YUB2					
A0A140LIX2					
Q3UQ01					
E9Q821					
P70218	26411	NP_032305.2	11184	NP_001036065.1	Q92918
Q8C725					
Q02105	12262	NP_031600.2;XP_017175416.1	714	NP_758957.2	P02747
Q80WF2					
Q8BY02	77286	NP_084167.2	55922	NP_001166958.1	O15226
B6ZHC3					
F8WIA3					
V9GXH2					
Q9D3U4					
D3Z4N6					
Q9CRZ6					
A2AHB9					
G3F8Y9					
Q3UQK5					
G5E8E5					
Q3TU16					
E9PXY3					
Q3TWE3					
A0A087WS94					
A0A087WP12					
B1ATN4					
Q3TTG3					
F6YIS2					
D3Z5Y0					
Q9DA96					
Q543M9					
Q99K89					
Q9CXG2					
O55103	19153	NP_062285.1;NP_932165.2	57716	NP_870998.2	Q9BXM0
A2VCR5					
Q8C2G3					
Q3ZB61					
Q80T06					
G3UXJ0					
A0A088DEG0					
Q3U4J4					
D3Z7X0					
Q3UK02					
A0A0A6YY47					
Q5DTK6					
Q78NS1					
A0A0M5HDY7					
Q6GX95					
D3Z365					
Q3TBD3					
S4W6E2					
C6EQH7					
Q66JT1	72267	NP_082451.2;XP_006508969.1;XP_006508970.1;XP_011240388.1	80131	NP_001255213.1	Q6NSJ5
Q3TVD4					
Q8VGV7					
Q3U1S3					
A2A9D4					
D3Z286					
Q9DAL9	69318	NP_081313.1			
A0A0G2JGV5					
Q61018					
F6ULQ4					
A2AER8					
P62311	67678	NP_080585.1	27258	NP_055278.1	P62310
D3YYE1					
D3YZT9					
Q7TQS3					
E9Q5P6					
Q8C5S4					
Q9D9Y4					
Q14BS3					
U5JE28					
D3YZJ1					
Q8BM11					
Q8K4I1					
A0A1B0GSK5					
Q3UVV4					
A7TZE6	639781	NP_001096132.1			
F7C265					
Q9D561					
E9Q1R5					
E9Q7G1					
Q3U9V5					
Q3UQA3					
Q8K1T6					
Q3UW13					
Q8BQ02					
A0A087WRM0					
Z4YJT3					
F6QNQ2					
Q80WE4	240641	NP_898867.1;XP_006527143.1;XP_006527144.1;XP_006527149.1	9585	NP_057279.2	Q96Q89
Q8VGV9					
P80206					
Q3UW17					
Q8C337					
F6X4L9					
Q05CE7					
Q3THE8					
Q9D9Z7	69382	NP_081340.1			
G3UXT5					
Q8VCV9	215929	NP_659070.2	91749	NP_699200.2	Q5TF39
O09106	433759	NP_032254.1	3065	NP_004955.2	Q13547
Q8BGF4					
A0A1B0GSB1					
A0A0G2JDC9					
Q91WA4	67393	NP_598448.1;XP_006526239.1;XP_006526240.1;XP_006526241.1;XP_006526243.1;XP_006526244.1	51523	NP_057547.5	Q7LFL8
A0A075B5U1					
Q3USG1					
F6YN80					
Q31159					
F6Z1C2					
Q9R001	23794	NP_035912.2	11096	NP_008969.2	Q9UNA0
Q9WU79	19125	NP_035302.2	5625	NP_057419.4	O43272
Q6NWW0					
K7TRU7					
Q9EPM8					
Q9JKN6	664883	NP_067336.1	4857	NP_006480.2	P51513
Q8CCZ7					
Q61354					
D6RFR5					
A0A0R4J112					
E9PXJ7					
H3BKR8					
Q3U7L1					
Q8VHI4	241066	NP_001272402.1;NP_631889.1;XP_011236812.1;XP_017176083.1	79800	NP_079020.13	Q8N187
Q0VBM1					
Q920M5	216961	NP_624354.1;NP_624355.1;NP_624356.1;XP_006533000.1;XP_006533002.1;XP_006533003.1;XP_006533004.1;XP_006533005.1;XP_006533007.1;XP_006533008.1;XP_006533010.1;XP_017169950.1	84940	NP_116243.2	Q6QEF8
Q3TB25					
Q9D7V9	67111	NP_001157159.1;NP_080248.2	27163	NP_055250.2	Q02083
Q8BFT4					
Q3UMJ2					
Q6NXK5	72102	NP_082375.4	8446	NP_003575.2	O75319
Q3UQE5					
Q3UWE8					
B7ZCQ3					
Q8BL68					
E9PWK1					
Q8VGW7					
Q8BSR0					
Q8BIQ6					
Q8C270					
P70195	19177	NP_035317.1	5695	NP_002790.1	Q99436
B2RUJ5	319924	NP_796008.2;XP_006527202.1;XP_006527203.1	320	NP_001154.2	Q02410
O54901					
O35125	16977	NP_001289484.1;XP_006505722.1;XP_006505723.1;XP_006505726.1;XP_011239541.1;XP_011239542.1	10233		Q53EV4
Q8CE30					
P24472	14860	NP_034487.2			
Q9JJ69	80906	NP_001263287.1;NP_109641.2;NP_663749.1;NP_663750.1;XP_017173804.1	30819	NP_055406.2	Q9NS61
Q99MT7	84111	NP_001289132.1	53836		Q9BY21
Q3UJN9					
Q3UPQ5					
D6C6N6					
Q3U4E0					
Q8C5Y9					
E9Q049					
Q3TB24					
Q3UGH2					
E9QMY5					
Q91Z50					
Q8BW04					
D6RJ39					
A0A0A6YWA9					
Q4VA39					
Q85ZX1					
Q921S6					
D6RFP8					
Q8K000					
Q6NXM2	71330	NP_082040.2;XP_006519629.1;XP_006519630.1;XP_006519631.1;XP_006519632.1;XP_017171693.1;XP_017171694.1	55213	NP_060661.3	Q8NDN9
Q9D7J7	69543	NP_081388.1	84290	NP_115706.1	Q96L46
Q80T19	66438	NP_899080.2			
Q3SXW7					
Q3UFF9					
A0A172Q417					
G3UXC1					
D3Z689					
Q18PJ2					
Q9EPG5					
A0A0J9YUJ4					
Q05CK0					
Q3UNV9					
S4R195					
Q8BHR1					
Q7M097					
A6H669					
Q3TNE7					
Q8BLN5	16987	NP_666118.1	4047	NP_001001438.1	P48449
Z4YLD7					
Q9D9F8					
B1AYU4					
D3YC69					
Q571K2					
Q3UYQ1					
A0A141CM51					
Q9D488					
D6RCZ2					
A0A0G2JEJ8					
D3YXM2					
F6YMV1					
Q7M0H1					
Q6PF88					
Q9D4V1					
Q8R0X5					
F6Z4Q6					
Q31110					
A0A0R4J1K2					
A0A1B0GRV5					
A0A0G2JGE7					
Q8C1S3					
Q3V215					
Q7TMT3					
Q99KF4					
Q3TP54					
A0A0U1RQA6					
P13346	14282	NP_032062.1;XP_006539606.1	2354	NP_006723.2	P53539
D6RDT0					
Q3UMZ1					
D3YYH6					
B2RU58					
Q8BVU2					
A2ADZ3					
A0A0A0MQJ7					
Q3TLX4					
D6RET3					
Q8C606					
A0A0K2S4W3					
Q9D4C1	74071	NP_083018.1;XP_017177272.1;XP_017177273.1;XP_017177274.1;XP_017177275.1;XP_017177276.1;XP_017177277.1	160492	NP_001139200.1	Q8N9Z9
Q925H0	11418	NP_001029185.1;NP_031410.1	40	NP_899233.1	Q16515
F6YNQ1					
G3UWJ9					
B7ZWC0					
D0EY27					
Q544Z7					
B5L833					
Q3U5G4					
D3Z3K2	239083	NP_001104589.1	57820	NP_067001.3	Q9NPC3
Q3V0J9					
L7N230					
Q3U7I0					
Q9D684	74030	NP_083000.5;XP_006500332.1;XP_006500333.1;XP_006500334.1	54453	NP_001229510.1	Q8WYP3
K7THB6					
A0A0A6YWN6					
Q3UV07					
Q8BJ97					
Q921D5					
E9Q083					
Q80V52					
A0A0A0MQH4					
E9QA72					
F6TIX5					
Q3TN74					
A2RTK0					
Q09XV5	67772	NP_963999.2;XP_006519539.1	57680	NP_001164100.1	Q9HCK8
Q8WLM9					
A0A075B674					
Q8C3Q3					
Q91WD5	226646	NP_694704.1	4720	NP_004541.1	O75306
Q3YEC8					
Q0WXI6					
Q9CU07					
D3Z1Z0					
G3UWI1					
Q6PCW9					
Q3U3Y7					
Q8CHV7					
Q80ZL3					
A0A0M6L0X8					
