9606.ENSP00000300161	P31946
9606.ENSP00000372210	A0A0C4DH16
9606.ENSP00000375599	A0A0C4DH50
9606.ENSP00000358071	A0A0C4DH82
9606.ENSP00000384160	A0A0C4DFS3
9606.ENSP00000401437	A0A0C4DGG7
9606.ENSP00000349768	B3KT73
9606.ENSP00000239440	B3KMD0
9606.ENSP00000297837	B3KXP1
9606.ENSP00000359899	S4X0W3
9606.ENSP00000240488	D6RCT6
9606.ENSP00000402257	E5RI38
9606.ENSP00000353099	A0A0A8LDX0
9606.ENSP00000413035	B0QYY7
9606.ENSP00000342295	D6R9N4
9606.ENSP00000406955	D6RAC4
9606.ENSP00000345206	D6RB37
9606.ENSP00000273541	D6RC18
9606.ENSP00000351596	D6RDA0
9606.ENSP00000264389	D6REK7
9606.ENSP00000303058	D6REX9
9606.ENSP00000296585	D6RG08
9606.ENSP00000427108	D6RGD2
9606.ENSP00000240304	D6RHH0
9606.ENSP00000257290	D6RJH0
9606.ENSP00000288532	F8VP53
9606.ENSP00000379891	F8W8K9
9606.ENSP00000353731	F8WBB6
9606.ENSP00000310447	F8WBL8
9606.ENSP00000358857	F8WEQ1
9606.ENSP00000295966	F8WF72
9606.ENSP00000253401	A0A096LNK4
9606.ENSP00000369312	Q5JVA3
9606.ENSP00000225729	J3QKW7
9606.ENSP00000330075	J3QLI8
9606.ENSP00000363921	Q5VWV2
9606.ENSP00000345751	A5X2V0
9606.ENSP00000325017	E7EN77
9606.ENSP00000417498	E7ETT5
9606.ENSP00000362387	H7C285
9606.ENSP00000329933	J3QQU3
9606.ENSP00000306382	E7EQD9
9606.ENSP00000218089	E7ERE6
9606.ENSP00000346022	E7ESE0
9606.ENSP00000257745	E7ETZ7
9606.ENSP00000413496	H7C1L8
9606.ENSP00000236826	H7C1M3
9606.ENSP00000312402	C9J902
9606.ENSP00000222990	C9JCB9
9606.ENSP00000396774	C9JJE7
9606.ENSP00000399982	C9JTY6
9606.ENSP00000332576	H7C1R2
9606.ENSP00000295121	H7C389
9606.ENSP00000257724	H7C4B9
9606.ENSP00000262432	H7C552
9606.ENSP00000352678	B1AR60
9606.ENSP00000361331	F6QUN3
9606.ENSP00000354687	H9MQG2
9606.ENSP00000317257	Q5JX44
9606.ENSP00000354632	A0A0A0QMI3
9606.ENSP00000353099	A0A0A0WB92
9606.ENSP00000370299	C9IZC6
9606.ENSP00000292246	C9IZD0
9606.ENSP00000255977	C9J031
9606.ENSP00000334061	C9J172
9606.ENSP00000338728	C9J225
9606.ENSP00000367991	C9J4G8
9606.ENSP00000318406	C9J519
9606.ENSP00000337459	C9J5P6
9606.ENSP00000379901	C9J998
9606.ENSP00000322159	C9JC51
9606.ENSP00000345339	C9JH14
9606.ENSP00000311113	C9JKY1
9606.ENSP00000267023	C9JMP5
9606.ENSP00000347778	C9JMV8
9606.ENSP00000380453	C9JN04
9606.ENSP00000384863	C9JV99
9606.ENSP00000261574	C9JZ53
9606.ENSP00000319974	C9K0D1
9606.ENSP00000354687	K9L624
9606.ENSP00000263238	A0A024RAI1
9606.ENSP00000331614	A0A0A0MRA0
9606.ENSP00000263881	B7ZA29
9606.ENSP00000354961	B8X5N4
9606.ENSP00000238855	B8ZZI9
9606.ENSP00000260649	B8ZZP2
9606.ENSP00000341597	E5RHI8
9606.ENSP00000359404	E9PEZ5
9606.ENSP00000369162	E9PFQ8
9606.ENSP00000361918	E9PIB0
9606.ENSP00000346402	E9PIM9
9606.ENSP00000433967	E9PJM1
9606.ENSP00000319255	E9PL00
9606.ENSP00000391723	E9PL65
9606.ENSP00000346829	E9PM62
9606.ENSP00000388648	E9PM65
9606.ENSP00000393312	E9PNM3
9606.ENSP00000262580	E9PNZ0
9606.ENSP00000434516	E9PRI8
9606.ENSP00000294179	E9PRW9
9606.ENSP00000286955	E9PS22
9606.ENSP00000274278	A0A024R085
9606.ENSP00000337014	A0A024R4F5
9606.ENSP00000309591	A0A024R7J0
9606.ENSP00000257904	A0A024RBB6
9606.ENSP00000261693	A0A024RBS4
9606.ENSP00000408146	A0A0A7C5Z4
9606.ENSP00000366005	A0A0A7C7Y3
9606.ENSP00000366005	A0A0A7C852
9606.ENSP00000382034	A0A0A7C9I4
9606.ENSP00000251973	B0QYC3
9606.ENSP00000257177	X6R5G7
9606.ENSP00000298772	X6R9U5
9606.ENSP00000303997	X6RJ09
9606.ENSP00000381064	H0YAY7
9606.ENSP00000409370	H0YH35
9606.ENSP00000325660	H0YIJ1
9606.ENSP00000261739	H0YIN8
9606.ENSP00000408146	A0A0A1TTQ1
9606.ENSP00000386653	B2RBD0
9606.ENSP00000406026	E5RGV2
9606.ENSP00000229319	F5H793
9606.ENSP00000318884	A0A0A0MTF8
9606.ENSP00000398495	F5GYH3
9606.ENSP00000343021	F5GZZ0
9606.ENSP00000394227	J3JS74
9606.ENSP00000334153	U3KPZ2
9606.ENSP00000310490	C9JRM8
9606.ENSP00000365465	A8K9C1
9606.ENSP00000338967	A8KAL3
9606.ENSP00000309953	H0YEU0
9606.ENSP00000323339	H0YFM6
9606.ENSP00000339208	H0YN53
9606.ENSP00000268220	H0YNG3
9606.ENSP00000337736	I3L0K6
9606.ENSP00000381293	I3L0L3
9606.ENSP00000354201	I3L286
9606.ENSP00000355250	I3L341
9606.ENSP00000285273	I3L375
9606.ENSP00000429190	I3L4M6
9606.ENSP00000299138	I3L4P4
9606.ENSP00000352834	I3L501
9606.ENSP00000363638	Q5QPQ0
9606.ENSP00000365682	Q5T3G2
9606.ENSP00000318374	B0VJY8
9606.ENSP00000303242	E5RIE4
9606.ENSP00000362849	F2Z2R0
9606.ENSP00000374399	H0Y2Q1
9606.ENSP00000301732	H0Y3H2
9606.ENSP00000217372	H0Y721
9606.ENSP00000349970	H0Y802
9606.ENSP00000322376	H0Y8D9
9606.ENSP00000329419	H0Y938
9606.ENSP00000260184	H0Y939
9606.ENSP00000319678	H0YDL0
9606.ENSP00000261842	H0YK95
9606.ENSP00000405890	H0YKH1
9606.ENSP00000346453	H0YL92
9606.ENSP00000299259	H0YMC2
9606.ENSP00000312734	H0YMN7
9606.ENSP00000392859	H0YMW6
9606.ENSP00000258874	H3BN04
9606.ENSP00000319531	H3BNV1
9606.ENSP00000358919	Q5T2Z0
9606.ENSP00000358640	Q5T8R4
9606.ENSP00000350708	Q5W0S4
9606.ENSP00000361043	A0A087WTB0
9606.ENSP00000220966	A0A087WTU2
9606.ENSP00000349078	A0A087WVN4
9606.ENSP00000425809	D6RCD1
9606.ENSP00000344786	D6RHX4
9606.ENSP00000307046	E5RHU3
9606.ENSP00000383516	Q13028
9606.ENSP00000318977	Q8N1H6
9606.ENSP00000276297	R4GMP5
9606.ENSP00000342012	R4GMQ0
9606.ENSP00000325817	A0A087WVE1
9606.ENSP00000231790	A0A087WX20
9606.ENSP00000364929	A0A087WXF7
9606.ENSP00000261600	A0A087WY84
9606.ENSP00000422591	A0A087WYV5
9606.ENSP00000354687	C7DRQ5
9606.ENSP00000331106	A0A087X0L8
9606.ENSP00000365402	A0A0A7C4N3
9606.ENSP00000408146	A0A0A7C5A7
9606.ENSP00000253039	H7BZU1
9606.ENSP00000442736	H7C3L0
9606.ENSP00000348793	H7C3W3
9606.ENSP00000353444	F8VPW9
9606.ENSP00000325485	F8VSK7
9606.ENSP00000381490	F8VY40
9606.ENSP00000323867	F8VYY9
9606.ENSP00000309871	F8VZ66
9606.ENSP00000429562	F8W059
9606.ENSP00000262030	F8W079
9606.ENSP00000378935	F8W0Q9
9606.ENSP00000354728	A0A059RTH2
9606.ENSP00000396749	A0A075B6P7
9606.ENSP00000318115	M0QXC3
9606.ENSP00000161559	M0R109
9606.ENSP00000270225	M0QYP2
9606.ENSP00000326570	M0R005
9606.ENSP00000331636	M0R0X4
9606.ENSP00000473047	M0R151
9606.ENSP00000174653	E5RI83
9606.ENSP00000337512	H3BNZ8
9606.ENSP00000311390	H3BP47
9606.ENSP00000380313	H3BPT1
9606.ENSP00000300659	H3BRM3
9606.ENSP00000340017	H3BSH4
9606.ENSP00000378332	H3BSN4
9606.ENSP00000379138	J3KMX3
9606.ENSP00000354961	R9Y2B9
9606.ENSP00000362643	A6NMN0
9606.ENSP00000378735	S4R305
9606.ENSP00000362918	S4R3V3
9606.ENSP00000340608	F2Z3C8
9606.ENSP00000330408	J3KR23
9606.ENSP00000307765	J3KSB6
9606.ENSP00000387310	K7EIG3
9606.ENSP00000263382	K7EIL9
9606.ENSP00000377075	K7EIS7
9606.ENSP00000355014	K7EPI8
9606.ENSP00000388996	K7EPJ8
9606.ENSP00000376103	K7EPS8
9606.ENSP00000269221	K7EQ65
9606.ENSP00000320797	K7EQN9
9606.ENSP00000465075	K7ESQ2
9606.ENSP00000345771	Q96I60
9606.ENSP00000411658	B7Z222
9606.ENSP00000438346	B7Z4H9
9606.ENSP00000317721	K7EK30
9606.ENSP00000325612	K7EKS6
9606.ENSP00000293218	K7ELF5
9606.ENSP00000346088	K7EMH1
9606.ENSP00000321805	K7EMR8
9606.ENSP00000291182	K7ESF8
9606.ENSP00000256682	F5H423
9606.ENSP00000317257	H0Y524
9606.ENSP00000301873	H0YCQ2
9606.ENSP00000419471	A0A0A0MS18
9606.ENSP00000368244	A0A0A0MT66
9606.ENSP00000327533	C9JBA4
9606.ENSP00000228510	F5GXC0
9606.ENSP00000379602	F5GZV7
9606.ENSP00000266458	F5GZY7
9606.ENSP00000367123	F5H056
9606.ENSP00000265872	F5H808
9606.ENSP00000223528	I7HPB4
9606.ENSP00000368468	U3KQP8
9606.ENSP00000384863	C9IZS4
9606.ENSP00000233379	C9JGM0
9606.ENSP00000322376	U3KPT1
9606.ENSP00000413064	A0A0C4DFQ6
9606.ENSP00000356224	A0A0C4DG40
9606.ENSP00000319388	A0A0C4DGF7
9606.ENSP00000386488	A0A0C4DGZ1
9606.ENSP00000349465	B3KM22
9606.ENSP00000385746	B4DE40
9606.ENSP00000368544	B4DRU4
9606.ENSP00000406579	B4DX80
9606.ENSP00000383365	A0A096LPK7
9606.ENSP00000355500	E7EMW0
9606.ENSP00000376765	E7ESB4
9606.ENSP00000326407	E7ESV9
9606.ENSP00000283351	J3QR00
9606.ENSP00000338258	J3QR93
9606.ENSP00000370571	E7EQI0
9606.ENSP00000382177	E7ERV5
9606.ENSP00000316596	E7ESU6
9606.ENSP00000380308	E7EU01
9606.ENSP00000369141	E7EUY4
9606.ENSP00000305065	H7C590
9606.ENSP00000392859	Q6PKC0
9606.ENSP00000408146	A0A0A7C9X7
9606.ENSP00000311010	A0A0A7M2K0
9606.ENSP00000416959	H7C2L4
9606.ENSP00000286800	H7C4B6
9606.ENSP00000330237	A8K7U6
9606.ENSP00000258412	C9IYT2
9606.ENSP00000325634	C9J3R1
9606.ENSP00000295324	C9JEZ4
9606.ENSP00000344012	C9JFI0
9606.ENSP00000413418	C9JSX6
9606.ENSP00000276585	E5RGC7
9606.ENSP00000365682	F6T2C8
9606.ENSP00000003084	H0Y8A9
9606.ENSP00000425556	H0Y952
9606.ENSP00000338838	H0YEA3
9606.ENSP00000346032	H0YMU9
9606.ENSP00000384363	H3BPX3
9606.ENSP00000281589	Q3ZCS4
9606.ENSP00000356202	Q5TF45
9606.ENSP00000354687	U3LS16
9606.ENSP00000023939	A2A2L6
9606.ENSP00000261168	A8MV73
9606.ENSP00000295488	E3W982
9606.ENSP00000220931	E5RFL9
9606.ENSP00000348578	E5RIF8
9606.ENSP00000287437	E5RIM1
9606.ENSP00000225724	F6RU00
9606.ENSP00000412324	H0YJZ3
9606.ENSP00000249750	H0YKL3
9606.ENSP00000332326	H0YKR7
9606.ENSP00000401450	H0YLP6
9606.ENSP00000369018	H3BPA6
9606.ENSP00000338785	H3BRG5
9606.ENSP00000261749	H3BT16
9606.ENSP00000368976	H3BTN1
9606.ENSP00000219066	H3BUV2
9606.ENSP00000219599	I3L325
9606.ENSP00000299206	Q5JQP4
9606.ENSP00000348813	Q5SZM1
9606.ENSP00000249396	A0A087WYM3
9606.ENSP00000381064	H0YAU7
9606.ENSP00000268122	H0YM79
9606.ENSP00000303476	H0YN01
9606.ENSP00000264709	Q8WVA9
9606.ENSP00000248901	Q8WWE8
9606.ENSP00000365397	A0A087WTY3
9606.ENSP00000312634	A0A087WU48
9606.ENSP00000368349	A0A087WU64
9606.ENSP00000433427	A0A087WUW9
9606.ENSP00000349770	A0A087WWA0
9606.ENSP00000323837	A0A087WWF4
9606.ENSP00000263119	A0A087WWW8
9606.ENSP00000431987	A0A087WYH8
9606.ENSP00000345392	A0A087WYR5
9606.ENSP00000352671	A0A087X0P3
9606.ENSP00000354950	A0A087X1T6
9606.ENSP00000425048	D6REE2
9606.ENSP00000348108	E5RJZ9
9606.ENSP00000303242	E5RK25
9606.ENSP00000389026	J3KPA1
9606.ENSP00000375767	E5RHZ3
9606.ENSP00000354687	Q5Q607
9606.ENSP00000354961	A4ZMK1
9606.ENSP00000354346	D6R9N0
9606.ENSP00000317595	D6R9S2
9606.ENSP00000282908	D6R9Y2
9606.ENSP00000378130	D6R9Z8
9606.ENSP00000425845	D6RAE8
9606.ENSP00000391942	D6RAN6
9606.ENSP00000425556	D6RBH5
9606.ENSP00000240327	D6RBH6
9606.ENSP00000305769	D6RBH9
9606.ENSP00000251566	D6RBL8
9606.ENSP00000311257	D6RDA5
9606.ENSP00000425561	D6RFJ3
9606.ENSP00000296486	D6RFL9
9606.ENSP00000265295	D6RIF7
9606.ENSP00000274170	D6RIH8
9606.ENSP00000369341	D6RJG8
9606.ENSP00000402527	F8W6D9
9606.ENSP00000382177	F8W6H6
9606.ENSP00000344479	F8W6I3
9606.ENSP00000431971	F8WDT5
9606.ENSP00000273480	F8WEU8
9606.ENSP00000266682	Q68CX0
9606.ENSP00000345708	V5QDK6
9606.ENSP00000354554	A0A097Q894
9606.ENSP00000373518	A0A0B4J289
9606.ENSP00000334611	B5MDI9
9606.ENSP00000359489	F8W6J4
9606.ENSP00000333994	F8W6P5
9606.ENSP00000382104	F8W8U9
9606.ENSP00000262432	F8WAS9
9606.ENSP00000262316	F8WCF7
9606.ENSP00000260643	F8WCS5
9606.ENSP00000249269	F8WEA6
9606.ENSP00000381304	J3QKQ8
9606.ENSP00000307971	J3QLN0
9606.ENSP00000304327	J3QRX9
9606.ENSP00000312814	J3QSC8
9606.ENSP00000364519	Q5JSB5
9606.ENSP00000345014	B2R8D7
9606.ENSP00000336724	B2RE30
9606.ENSP00000321636	B4DSJ0
9606.ENSP00000252597	B4DUE8
9606.ENSP00000368965	E5RH11
9606.ENSP00000311873	Q5T399
9606.ENSP00000309710	Q5T4K3
9606.ENSP00000365402	A2AEA2
9606.ENSP00000300954	B3KQ28
9606.ENSP00000296280	B4DUI7
9606.ENSP00000348472	C9IYJ2
9606.ENSP00000252725	C9J4Z7
9606.ENSP00000306920	C9J539
9606.ENSP00000285279	C9JF99
9606.ENSP00000283943	C9JLJ5
9606.ENSP00000346997	C9JMB4
9606.ENSP00000349823	C9JP32
9606.ENSP00000233156	C9JT76
9606.ENSP00000373167	C9JZW6
9606.ENSP00000356155	Q5SW97
9606.ENSP00000360944	A0A0A0MR87
9606.ENSP00000311827	C9IZ03
9606.ENSP00000331682	C9J191
9606.ENSP00000380252	C9J1A8
9606.ENSP00000275364	C9J2Y7
9606.ENSP00000376568	C9J3M3
9606.ENSP00000294129	C9JSC3
9606.ENSP00000278568	E9PJF8
9606.ENSP00000346015	E9PLL6
9606.ENSP00000400895	H7BXL6
9606.ENSP00000260443	A0A024R5U8
9606.ENSP00000341938	A0A024RDK8
9606.ENSP00000374212	A0A0A0MR70
9606.ENSP00000374592	B7ZBA4
9606.ENSP00000241014	E9PBB9
9606.ENSP00000306124	E9PBI2
9606.ENSP00000386049	E9PHH0
9606.ENSP00000353104	E9PI09
9606.ENSP00000321711	E9PI20
9606.ENSP00000217455	E9PIS4
9606.ENSP00000358716	E9PJ60
9606.ENSP00000433821	E9PL09
9606.ENSP00000379326	E9PLZ7
9606.ENSP00000310406	E9PMB8
9606.ENSP00000299492	E9PP16
9606.ENSP00000434797	E9PP55
9606.ENSP00000278174	E9PPD8
9606.ENSP00000271417	E9PQC8
9606.ENSP00000355264	E9PR18
9606.ENSP00000263650	E9PRA9
9606.ENSP00000341565	E9PS27
9606.ENSP00000450995	G3V325
9606.ENSP00000216714	G3V3C7
9606.ENSP00000261978	G3V3X5
9606.ENSP00000388910	G3V4K1
9606.ENSP00000206474	G3V541
9606.ENSP00000337353	G3V5F9
9606.ENSP00000337396	G3V5S3
9606.ENSP00000389934	Q8IW24
9606.ENSP00000385083	A0A024R292
9606.ENSP00000373254	A0A024R2N1
9606.ENSP00000281031	A0A024R5K6
9606.ENSP00000262507	A0A024R6U3
9606.ENSP00000386200	A0A024R752
9606.ENSP00000297338	A0A024R9J0
9606.ENSP00000350698	A0A024RAS3
9606.ENSP00000387365	A0A024RBH5
9606.ENSP00000417963	A0A024RD11
9606.ENSP00000297185	H0YBG6
9606.ENSP00000349708	X6RCN5
9606.ENSP00000399168	A0A0A7C7J9
9606.ENSP00000365402	A0A0A7C7W3
9606.ENSP00000408146	A0A0A7C8M2
9606.ENSP00000304669	E5RG03
9606.ENSP00000379430	E5RGD6
9606.ENSP00000276390	E5RGH6
9606.ENSP00000371472	H9KV85
9606.ENSP00000297268	A0A087WTA8
9606.ENSP00000295896	A0A087WV64
9606.ENSP00000353099	A0A087WX18
9606.ENSP00000365402	A0A0A7C4V3
9606.ENSP00000315351	H7BZ32
9606.ENSP00000312143	H7BZ64
9606.ENSP00000353508	H7BZB9
9606.ENSP00000369739	H7C0M3
9606.ENSP00000335357	H7C0S3
9606.ENSP00000414208	A0A075B7F8
9606.ENSP00000338352	F8VRL4
9606.ENSP00000449960	F8VRQ9
9606.ENSP00000352438	F8VTZ0
9606.ENSP00000381253	F8VYC4
9606.ENSP00000261183	F8VZ43
9606.ENSP00000281081	F8W061
9606.ENSP00000381148	F8W1I1
9606.ENSP00000354961	K7WG77
9606.ENSP00000231137	Q53HM0
9606.ENSP00000290573	Q53SG7
9606.ENSP00000463024	A0A0A6YYL5
9606.ENSP00000245923	A8K7F2
9606.ENSP00000341344	B0QYR8
9606.ENSP00000305152	B1B1G3
9606.ENSP00000327077	E5RGQ4
9606.ENSP00000369312	H0Y6E8
9606.ENSP00000296582	H0Y8I5
9606.ENSP00000434442	H0YF45
9606.ENSP00000228843	H0YFK6
9606.ENSP00000219596	I3L0S7
9606.ENSP00000370968	I3L311
9606.ENSP00000225698	I3L3Q7
9606.ENSP00000379144	I3L3S5
9606.ENSP00000269299	J3QSZ2
9606.ENSP00000285735	Q5JR07
9606.ENSP00000357389	Q5SR67
9606.ENSP00000265080	Q68DX5
9606.ENSP00000230323	B1AKB5
9606.ENSP00000252945	H0Y7H4
9606.ENSP00000351596	H0Y964
9606.ENSP00000321997	H0Y9K3
9606.ENSP00000391723	H0YDK8
9606.ENSP00000361949	H0YER0
9606.ENSP00000355325	H0YJM8
9606.ENSP00000261866	H0YN34
9606.ENSP00000297258	I6L8B7
9606.ENSP00000286733	R4GNC0
9606.ENSP00000346103	A0A087WT12
9606.ENSP00000264867	A0A087WTJ3
9606.ENSP00000351108	D6RD18
9606.ENSP00000262211	E5RK28
9606.ENSP00000238618	G3V2U7
9606.ENSP00000374265	A0A087WTS0
9606.ENSP00000313007	A0A087WTT1
9606.ENSP00000289371	A0A087WUT6
9606.ENSP00000312070	A0A087WYB5
9606.ENSP00000275780	A0A087WZ74
9606.ENSP00000295408	A0A087WZQ5
9606.ENSP00000388566	A2NHL9
9606.ENSP00000355279	H0YAV9
9606.ENSP00000298687	H0YJ56
9606.ENSP00000431254	Q96E61
9606.ENSP00000351333	R4GMS4
9606.ENSP00000449629	R4GMS8
9606.ENSP00000260570	H0YAI8
9606.ENSP00000328835	H0YAR3
9606.ENSP00000389630	H0YBV9
9606.ENSP00000258123	H0YH96
9606.ENSP00000356579	Q5T2X4
9606.ENSP00000355721	U3KPT7
9606.ENSP00000354964	U3KQ37
9606.ENSP00000358060	U3KQG0
9606.ENSP00000370377	A0A0A0MRX9
9606.ENSP00000366306	A0A0A0MTG9
9606.ENSP00000301149	B2R6C0
9606.ENSP00000343234	C9J4I2
9606.ENSP00000332674	C9JGJ7
9606.ENSP00000399518	C9JGL9
9606.ENSP00000265335	C9JNH8
9606.ENSP00000351593	C9JV14
9606.ENSP00000354687	F1B7N2
9606.ENSP00000240079	F5GWI9
9606.ENSP00000311219	F5GZP3
9606.ENSP00000356581	F5H054
9606.ENSP00000323339	F5H0U2
9606.ENSP00000354777	F5H1U4
9606.ENSP00000320646	F5H2G6
9606.ENSP00000242839	F5H562
9606.ENSP00000010404	F5H6X2
9606.ENSP00000261250	F5H744
9606.ENSP00000317334	F5H7Y1
9606.ENSP00000314023	F5H8L4
9606.ENSP00000260952	C9IYZ1
9606.ENSP00000329942	C9JDD2
9606.ENSP00000344668	C9JF32
9606.ENSP00000383939	C9JLM1
9606.ENSP00000265854	C9JTA2
9606.ENSP00000350475	C9JU12
9606.ENSP00000341285	A0A024QZ98
9606.ENSP00000266022	C9J250
9606.ENSP00000326550	C9JA91
9606.ENSP00000352401	C9JCL8
9606.ENSP00000262177	C9JDX6
9606.ENSP00000285083	C9JLB7
9606.ENSP00000397879	C9JP71
9606.ENSP00000252725	C9JQM8
9606.ENSP00000312455	C9JV51
9606.ENSP00000350475	C9JW32
9606.ENSP00000360569	E9PLD1
9606.ENSP00000324948	E9PQ78
9606.ENSP00000343924	Q7Z4B2
9606.ENSP00000367359	A0A024R026
9606.ENSP00000366005	A0A0A7C533
9606.ENSP00000365402	A0A0A7C9U0
9606.ENSP00000282470	E9PC64
9606.ENSP00000417498	E9PDY6
9606.ENSP00000261514	E9PE15
9606.ENSP00000265077	E9PF17
9606.ENSP00000333212	E9PGH5
9606.ENSP00000406144	E9PHX9
9606.ENSP00000332613	E9PJ29
9606.ENSP00000271715	E9PJY9
9606.ENSP00000365745	E9PKG3
9606.ENSP00000379847	E9PLN4
9606.ENSP00000309532	E9PNB3
9606.ENSP00000220584	E9PNJ2
9606.ENSP00000220584	E9PNM1
9606.ENSP00000358763	E9PPX4
9606.ENSP00000415106	E9PQ38
9606.ENSP00000357060	E9PRA5
9606.ENSP00000282032	E9PRK7
9606.ENSP00000319255	E9PSD5
9606.ENSP00000333667	G3V2W0
9606.ENSP00000216479	G3V3W9
9606.ENSP00000334308	G3V533
9606.ENSP00000349291	H0YB58
9606.ENSP00000080059	H0YI41
9606.ENSP00000354687	A0A059QDA5
9606.ENSP00000354687	A0A0A0QRV8
9606.ENSP00000301264	M0QYW5
9606.ENSP00000359305	M0R072
9606.ENSP00000222308	M0R1S6
9606.ENSP00000368959	B7Z2A3
9606.ENSP00000180173	B7Z9Q7
9606.ENSP00000320563	H3BLT2
9606.ENSP00000337697	H3BLV5
9606.ENSP00000310842	H3BMG4
9606.ENSP00000369018	H3BP67
9606.ENSP00000219281	H3BTT8
9606.ENSP00000251453	M0QX76
9606.ENSP00000324636	M0QYA8
9606.ENSP00000245812	M0QZI0
9606.ENSP00000307940	M0R0I6
9606.ENSP00000205194	M0R1E3
9606.ENSP00000222308	M0R1Q0
9606.ENSP00000311319	M0R230
9606.ENSP00000282344	A0A087WWP2
9606.ENSP00000457881	A0A087WXG7
9606.ENSP00000254958	A0A087WXH5
9606.ENSP00000240185	A0A087WXQ5
9606.ENSP00000358886	A0A087X1E6
9606.ENSP00000305459	A0A087X1T3
9606.ENSP00000360891	A0A087X279
9606.ENSP00000354813	A0A097QA13
9606.ENSP00000253461	H3BNZ7
9606.ENSP00000326924	H3BPB0
9606.ENSP00000270583	H3BQH3
9606.ENSP00000353099	A0A0A7C3E3
9606.ENSP00000349576	D6RAR9
9606.ENSP00000408146	A0A0A7C596
9606.ENSP00000371559	D3YTH5
9606.ENSP00000354032	H7BYY0
9606.ENSP00000233623	H7BZ54
9606.ENSP00000380661	H7C0D6
9606.ENSP00000324318	H7C0T3
9606.ENSP00000367446	H7C1H6
9606.ENSP00000370196	Q6PGN5
9606.ENSP00000354961	A0A059RHA5
9606.ENSP00000365402	A0A0A7C4V7
9606.ENSP00000408910	F8VRV7
9606.ENSP00000448323	F8VWT8
9606.ENSP00000400471	F8W098
9606.ENSP00000342710	Q0IIN1
9606.ENSP00000354961	A0A059QV08
9606.ENSP00000303057	A8K2Q6
9606.ENSP00000279146	G9I2H4
9606.ENSP00000272995	J3QT69
9606.ENSP00000353007	B1AMP9
9606.ENSP00000309504	E5RFH2
9606.ENSP00000287394	E5RIP2
9606.ENSP00000395359	H0YG94
9606.ENSP00000453129	H0YLL8
9606.ENSP00000424737	I3L0G6
9606.ENSP00000309794	I3L0U9
9606.ENSP00000351811	I3L0V0
9606.ENSP00000355250	I3L1P2
9606.ENSP00000370557	I3L244
9606.ENSP00000263073	I3L421
9606.ENSP00000301391	I3L497
9606.ENSP00000413937	I3L4A5
9606.ENSP00000305790	I3L4G7
9606.ENSP00000327801	I3L514
9606.ENSP00000299705	Q53HR4
9606.ENSP00000315743	Q8N5D4
9606.ENSP00000375820	Q9NS42
9606.ENSP00000356641	X5DNY7
9606.ENSP00000358092	A0A087WU16
9606.ENSP00000395535	A0A087WVW7
9606.ENSP00000353362	A0A087WW63
9606.ENSP00000398089	A0A087WXX1
9606.ENSP00000356425	H0Y6Y4
9606.ENSP00000218104	H0Y7L9
9606.ENSP00000260184	H0Y8H0
9606.ENSP00000260818	H0Y8Q2
9606.ENSP00000414920	H0Y992
9606.ENSP00000422131	H0Y9G1
9606.ENSP00000432412	H0YDR0
9606.ENSP00000268171	H0YKB2
9606.ENSP00000332204	H0YMZ3
9606.ENSP00000325527	H0YND0
9606.ENSP00000391311	X5DQL7
9606.ENSP00000383692	A0A087WT10
9606.ENSP00000357829	A0A087WVN1
9606.ENSP00000349722	A0A087WY85
9606.ENSP00000356064	A0A087WYH3
9606.ENSP00000345751	A0A087WZI2
9606.ENSP00000373700	A0A087WZL3
9606.ENSP00000308901	A0A087X2D5
9606.ENSP00000033079	D6RCA0
9606.ENSP00000388457	D6RCR8
9606.ENSP00000359827	R4GMP2
9606.ENSP00000216044	B0QY59
9606.ENSP00000385927	H0YAP5
9606.ENSP00000430338	H0YBQ1
9606.ENSP00000354061	H0YIK6
9606.ENSP00000373864	H0YIP6
9606.ENSP00000366819	Q5TBK7
9606.ENSP00000389934	A0A0A0MSI8
9606.ENSP00000233156	C9JBB3
9606.ENSP00000364217	F1ABM9
9606.ENSP00000366271	F5GXC2
9606.ENSP00000281172	F5H1B5
9606.ENSP00000350686	F5H6J0
9606.ENSP00000367123	F5H867
9606.ENSP00000285968	U3KPX2
9606.ENSP00000346986	A0A0A0MRT2
9606.ENSP00000428756	A0A0A0MTD1
9606.ENSP00000340465	E5RGM8
9606.ENSP00000308887	F5H034
9606.ENSP00000278856	F5H0Q8
9606.ENSP00000294053	F5H392
9606.ENSP00000370964	F5H6S4
9606.ENSP00000298892	F5H7T6
9606.ENSP00000332823	U3KQN8
9606.ENSP00000330032	C9J486
9606.ENSP00000242209	C9J4P8
9606.ENSP00000315569	C9JGP4
9606.ENSP00000292586	E5RI52
9606.ENSP00000375622	W4VSQ5
9606.ENSP00000402257	E5RJE7
9606.ENSP00000338629	K7EIE3
9606.ENSP00000328938	K7ELV9
9606.ENSP00000341551	K7ENG1
9606.ENSP00000395650	K7ES05
9606.ENSP00000262415	B7Z8F4
9606.ENSP00000473172	M0QXI6
9606.ENSP00000326261	M0R1E7
9606.ENSP00000219833	H3BML6
9606.ENSP00000355077	H3BN81
9606.ENSP00000355387	H3BNH7
9606.ENSP00000268638	H3BNX4
9606.ENSP00000261749	H3BP46
9606.ENSP00000377823	H3BQ01
9606.ENSP00000223459	H3BR26
