gene,TP53_pval,TP53_cor,e3_ligase
TFDP1,0.808016397,0.0678,
FGG,0.807989518,0.0678,
DNPH1,0.808043268,0.0678,
SAP130,0.812928103,0.0679,
RAPGEF6,0.807794983,0.0679,
NFATC4,0.807794983,0.0679,
POLE3,0.807633343,0.068,
IPO9,0.807633343,0.068,
MRPL14,0.807633343,0.068,
BRE,0.807633343,0.068,
RHBDD2,0.858200388,0.0681,
RPUSD2,0.808425264,0.0681,
EXOC3L4,0.823562337,0.0682,
UCHL3,0.807086869,0.0682,
BAZ2A,0.81155124,0.0683,
BCL7A,0.80658718,0.0684,
OSGEPL1,0.807794983,0.0684,
TUBB2B,0.80658718,0.0684,
MPV17,0.818842248,0.0685,
ANO8,0.870498656,0.0685,
MST1,0.806391394,0.0685,
CFHR5,0.806391394,0.0685,
PMM1,0.806391394,0.0686,
KANK1,0.806391394,0.0686,
SPG21,0.806391394,0.0686,
RBMS3,0.806391394,0.0687,
FAIM,0.806391394,0.0687,
KRT20,0.80567598,0.0689,
EHMT1,0.805223115,0.0689,
EEPD1,0.814418989,0.0689,
ACVR1,0.871406554,0.0689,
SESN3,0.848378313,0.069,
ZNF595,0.807633343,0.069,
ALDH18A1,0.805195626,0.069,
ITGB8,0.813656585,0.0691,
SLC25A21,0.880422782,0.0691,
EVI5,0.811988184,0.0692,
HAUS5,0.803666439,0.0692,
CCDC12,0.80363871,0.0692,
C1QB,0.803441251,0.0693,
ESCO2,0.908183304,0.0693,
SENP6,0.818267349,0.0693,
AGGF1,0.823562337,0.0693,
MINK1,0.803441251,0.0693,
CEP170B,0.80321587,0.0694,
HAUS6,0.80321587,0.0694,
CCDC101,0.80321587,0.0694,
TEAD3,0.80245227,0.0695,
SULT1A2,0.802678201,0.0695,
NAA11,0.80245227,0.0696,
HAUS1,0.801971787,0.0697,
ERCC5,0.801773318,0.0698,
PGK1,0.801773318,0.0698,
PPP3R2,0.801773318,0.0698,
RTN4,0.801773318,0.0698,
TUBB2A,0.801773318,0.0699,
SCD,0.812928103,0.0699,
TSPAN31,0.811743606,0.0699,
XRCC5,0.801773318,0.0699,
HS3ST1,0.801773318,0.07,
PPP1R14B,0.801694713,0.07,
ADSSL1,0.801773318,0.07,
MX1,0.801694713,0.07,
MCAM,0.801694713,0.0701,
ZC2HC1C,0.810534961,0.0702,
LRRC40,0.801013574,0.0703,
CCDC112,0.806891446,0.0704,
MYBL1,0.842609597,0.0704,
FZD2,0.821960582,0.0704,
NDRG2,0.800384704,0.0704,
UBE2A,0.800156297,0.0705,
SERAC1,0.825812802,0.0705,
PIGG,0.836052388,0.0707,
MYH8,0.799412687,0.0708,
ZNF160,0.801801397,0.0708,
ITGA3,0.801773318,0.0709,
KANSL2,0.798609792,0.0709,
AP1M1,0.798178966,0.071,
MAP2K6,0.798178966,0.071,
SMC3,0.798178966,0.071,
TLN1,0.797862238,0.0711,
PLCB2,0.797689688,0.0712,
RQCD1,0.797689688,0.0712,
CLIP2,0.797689688,0.0712,
RPE,0.797601843,0.0713,
EEFSEC,0.797429032,0.0713,
NFIX,0.797400029,0.0714,
NIPSNAP3B,0.823427709,0.0714,
RAC1,0.797369814,0.0714,
HSCB,0.797400029,0.0714,
BAG2,0.797369814,0.0715,
VEZT,0.811795995,0.0716,
CHTF8,0.842252847,0.0718,
SCG5,0.896439257,0.0719,
MRPL12,0.79600896,0.0719,
PTPRJ,0.794910221,0.072,
TRAF1,0.798178966,0.0721,
IMMT,0.794910221,0.0721,
KDM6A,0.794385005,0.0722,
HAPLN1,0.797689688,0.0723,
CUX1,0.79400695,0.0723,
SMC1A,0.79400695,0.0723,
PRR14L,0.81155124,0.0723,
DDX3X,0.79382887,0.0724,
KPNA2,0.79382887,0.0724,
DXO,0.821960582,0.0724,
IRF5,0.79382887,0.0724,
CLNS1A,0.793735868,0.0725,
UBE2H,0.79382887,0.0725,
UBE2T,0.79382887,0.0725,
SIRT5,0.793066628,0.0727,
LRRC36,0.901717692,0.0727,
PARS2,0.793066628,0.0727,
ZFC3H1,0.797689688,0.0728,
RSRC2,0.792852872,0.0729,
CNP,0.792852872,0.0729,
DAXX,0.792643028,0.073,
ACTR8,0.792467608,0.073,
KIAA1804,0.841311211,0.073,
MED11,0.797253599,0.0731,
TTC13,0.798609792,0.0731,
PAK2,0.791705085,0.0732,
FAM122B,0.840591355,0.0732,
MIER2,0.908183304,0.0733,
ZNF428,0.801694713,0.0733,
PPP1R2,0.790504244,0.0734,
TNRC6A,0.799384068,0.0735,
CYTH1,0.789623409,0.0736,
PDZD8,0.81876768,0.0736,
PRPF8,0.788472541,0.0739,
ADAM22,0.911192188,0.0739,
FIGNL1,0.787650175,0.074,
INCENP,0.807794983,0.0741,
SEPW1,0.787473256,0.0741,
LAMP1,0.787464794,0.0742,
TIMM8A,0.786192851,0.0744,
RNMTL1,0.786192851,0.0744,
PPP1R14A,0.786370294,0.0744,
LEPREL1,0.785890573,0.0745,
TUBB1,0.786192851,0.0745,
LRIG1,0.845796259,0.0746,
MRPL52,0.785859355,0.0746,
ACOT9,0.785859355,0.0746,
KMT2E,0.834121375,0.0746,
BLK,0.802142129,0.0747,
GGT7,0.842630241,0.0747,
RBM38,0.785054161,0.0748,
CANX,0.78487616,0.0748,
PDE4C,0.842609597,0.0749,
INVS,0.871105316,0.0749,
GEM,0.895642669,0.0749,
SP100,0.784498647,0.075,
GRAP2,0.784509331,0.075,
NDUFA8,0.784309391,0.0751,
RAP2A,0.784340957,0.0751,
MPP5,0.784309391,0.0751,
TPTE,0.790504244,0.0751,
ZNF264,0.787473256,0.0752,
DPH5,0.783888837,0.0752,
SMEK2,0.783888837,0.0753,
STAT4,0.792292137,0.0753,
CUL9,0.783877671,0.0753,
PANK2,0.783687447,0.0754,
RAD51,0.821839143,0.0755,
RENBP,0.783444805,0.0755,
MGAT5B,0.783508351,0.0755,
LINGO4,0.908183304,0.0756,
MGST2,0.831637384,0.0756,
VDAC2,0.782599941,0.0757,
APOM,0.782695732,0.0757,
BRCA2,0.880422782,0.0758,
TOPAZ1,0.896306475,0.0758,
SCAF8,0.782388413,0.0758,
POT1,0.792818396,0.0758,
APOBEC3F,0.782176759,0.0758,
PPM1K,0.882648946,0.0758,
GLDC,0.781997043,0.0759,
RAB3B,0.781900828,0.0759,
COMT,0.781900828,0.0759,
FAM222B,0.869758698,0.0759,
HOXB9,0.822396048,0.076,
LONP1,0.78096873,0.0761,
CCDC126,0.918765331,0.0761,
CARTPT,0.784404061,0.0762,
GALNT5,0.813310562,0.0763,
HADHB,0.779558441,0.0764,
ITGAE,0.830169672,0.0764,
DNAH3,0.785587852,0.0764,
FHDC1,0.857573844,0.0764,
TFCP2L1,0.779081767,0.0765,
COL4A5,0.784813333,0.0765,
MPST,0.77862246,0.0766,
NELFB,0.777931493,0.0767,
DCHS2,0.886893081,0.0768,
TANGO6,0.806391394,0.0769,
ASF1A,0.776085566,0.0771,
SAMD9L,0.776267122,0.0771,
FAM101A,0.830531258,0.0771,
RBM12B,0.776300193,0.0771,
STK35,0.842398144,0.0772,
RAI1,0.775853571,0.0772,
PPIAP22,0.775489848,0.0773,
PPIA,0.775489848,0.0773,
ICK,0.791353564,0.0773,
BLMH,0.775489848,0.0774,
AARS,0.775489848,0.0774,
PCDHA11,0.792912749,0.0775,
ARFRP1,0.774658669,0.0776,
ARID3A,0.797689688,0.0777,
SELO,0.77462522,0.0777,
SAE1,0.774457826,0.0778,
PMEPA1,0.774457826,0.0778,
CCDC9,0.774457826,0.0779,
ZDBF2,0.845097971,0.0779,
NCOA5,0.774457826,0.0779,
GTF2H4,0.774402634,0.078,
PAIP1,0.774402634,0.078,
AXL,0.872580098,0.0781,
LINC00598,0.774200929,0.0781,
ATXN10,0.772834603,0.0783,
FOLR3,0.811988184,0.0784,
SUB1,0.772501185,0.0784,
SFI1,0.807255116,0.0786,
LRPAP1,0.771779553,0.0786,
DYNC1I1,0.771779553,0.0786,
C18orf8,0.771779553,0.0786,
FAM162A,0.771779553,0.0786,
DTL,0.788503273,0.0786,
GTF3C3,0.771574876,0.0787,
DEF8,0.838326133,0.0787,
BAZ2B,0.792852872,0.0789,
NCS1,0.783877671,0.0789,
TMUB2,0.834520161,0.079,
POLR2E,0.769983454,0.079,
MDH2,0.769983454,0.079,
ABL2,0.775489848,0.0791,
ZNF467,0.837135256,0.0791,
SOAT1,0.769083527,0.0793,
F2,0.768678408,0.0794,
CTSG,0.768678408,0.0794,
ATP13A5,0.828070771,0.0794,
RBM23,0.768678408,0.0795,
FOCAD,0.768678408,0.0795,
NIPBL,0.768551268,0.0795,
GALT,0.768296088,0.0796,
KIAA0355,0.796588072,0.0797,
SBNO1,0.767959517,0.0797,
WTAP,0.766984225,0.0798,
RASGRF2,0.846402791,0.0798,
PELO,0.766808952,0.0799,
CENPK,0.837952555,0.0799,
LRRIQ1,0.842609597,0.08,
F11,0.765877663,0.0801,
EIF4E,0.765912907,0.0801,
LTA4H,0.765388891,0.0802,
TRPM2,0.820516609,0.0802,
ARHGAP44,0.777124525,0.0804,
EXOSC9,0.764010852,0.0805,
THOC6,0.764010852,0.0805,
CFHR1,0.763806072,0.0806,
MRPS17,0.76387739,0.0806,
MYO1B,0.764010852,0.0806,
SELL,0.768516503,0.0807,
MASP1,0.763395657,0.0807,
TOMM6,0.762949035,0.0808,
TOX,0.775953057,0.0808,
MAP2K7,0.762984868,0.0808,
NINL,0.846503039,0.0809,
SGPL1,0.76250187,0.081,
EAF1,0.76250187,0.081,
ZNF677,0.801125297,0.081,
ADPRH,0.762178076,0.0811,
NDUFB1,0.764010852,0.0811,
ERBB4,0.762214097,0.0811,
PLEKHA6,0.762178076,0.0811,
CTNNBL1,0.762178076,0.0811,
PIGS,0.762178076,0.0811,
FOLR2,0.762438107,0.0811,
DIS3L,0.768678408,0.0812,
RABAC1,0.762178076,0.0812,
TIMM22,0.812928103,0.0812,
ACADM,0.761861175,0.0814,
TFB1M,0.761861175,0.0814,
NOTCH2,0.76178886,0.0814,
TICAM1,0.795517202,0.0814,
ANO1,0.783782601,0.0815,
UBAC2,0.787433865,0.0816,
CNKSR1,0.761230247,0.0816,
SNX8,0.761230247,0.0816,
TMX2,0.761230247,0.0816,
STAMBPL1,0.764117558,0.0816,
STX7,0.760022943,0.0818,
CSTB,0.760022943,0.0819,
ASUN,0.759956522,0.0819,
DYNC1LI2,0.759956522,0.082,
ATP5H,0.759956522,0.082,
KIAA1430,0.783888837,0.0821,
MAPRE1,0.758787793,0.0822,
GNG7,0.778441602,0.0822,
TACSTD2,0.757683917,0.0824,
MYO7A,0.789623409,0.0825,
CD5L,0.75711279,0.0826,
DDX4,0.75711279,0.0826,
SLC9A4,0.900967654,0.0827,
FAM83G,0.788917815,0.0827,
LGALS9,0.756773632,0.0827,
NRBP1,0.755362671,0.083,
C5orf45,0.78308633,0.0832,
RBM25,0.754416044,0.0833,
NRGN,0.761230247,0.0834,
CCDC58,0.753956777,0.0835,
LAMB1,0.753956777,0.0835,
ESRRB,0.849038807,0.0835,
MED31,0.775986199,0.0835,
PUS7,0.753956777,0.0835,
WDR62,0.821839143,0.0836,
IQGAP1,0.753846268,0.0836,
UGT8,0.753808408,0.0836,
CASP3,0.753618933,0.0837,
PON2,0.753505107,0.0838,
P4HB,0.753505107,0.0838,
WDR64,0.821498225,0.0838,
SMARCAD1,0.753505107,0.0838,
MFI2,0.759956522,0.0838,
NRG1,0.878789147,0.0839,
ACAD10,0.75296772,0.0839,
PPP4R2,0.75296772,0.0839,
LTBP1,0.751581491,0.0843,
KLKB1,0.751504691,0.0844,
PPP2R5B,0.754946334,0.0844,
KIF9,0.762178076,0.0844,
HIP1R,0.751274005,0.0845,
MSRA,0.751158501,0.0845,
PIR,0.751158501,0.0845,
MTO1,0.76178886,0.0846,
SH3PXD2A,0.750538857,0.0847,
MRPS10,0.750616161,0.0847,
MUCL1,0.750538857,0.0847,
SRRD,0.808452039,0.0848,
NFYB,0.750384105,0.0848,
TMOD2,0.750384105,0.0848,
PKHD1,0.755437563,0.0848,
FGD2,0.750384105,0.0848,
DDX3Y,0.750384105,0.0848,
DDX60L,0.750346941,0.0849,
FER1L6,0.806391394,0.085,
LPA,0.750346941,0.085,
NAA25,0.750346941,0.085,
SLC27A4,0.750115358,0.0851,
ZCCHC6,0.750115358,0.0851,
FGB,0.750115358,0.0852,
FAM179B,0.831119233,0.0852,
FDFT1,0.749686426,0.0853,
ADCY10,0.820329739,0.0853,
NWD2,0.773201739,0.0854,
AGXT2,0.83071322,0.0854,
GPN3,0.772868475,0.0854,
DNAJA1,0.749648447,0.0855,
MRPS2,0.749648447,0.0855,
RFC2,0.749570836,0.0856,
TNPO3,0.749453294,0.0857,
PDXK,0.749257044,0.0858,
HSPA4L,0.748942857,0.0858,
GAPDHP61,0.748549827,0.0859,
GAPDH,0.748549827,0.0859,
WDYHV1,0.752855761,0.0859,
SART3,0.74854948,0.086,
TTC39C,0.74854948,0.086,
TP53I3,0.74854948,0.086,
SMARCE1,0.748509693,0.0861,
OMA1,0.749648447,0.0861,
METAP1D,0.812928103,0.0861,
PDHX,0.748351333,0.0862,
NCOA1,0.748075024,0.0863,
NUDT3,0.748075024,0.0863,
CHP1,0.747798452,0.0863,
RNASEH2B,0.748075024,0.0863,
PARP2,0.751158501,0.0864,
FGD6,0.747679456,0.0864,
THADA,0.747639766,0.0864,
ABCC4,0.804829322,0.0866,
JMJD4,0.789531786,0.0866,
SFXN4,0.7690489,0.0866,
TRA2A,0.746217175,0.0867,
IER3IP1,0.762949035,0.0867,
HNRNPA1P7,0.746217175,0.0867,
HNRNPA1P10,0.746217175,0.0867,
HNRNPA1P2,0.746217175,0.0867,
HNRNPA1,0.746217175,0.0867,
ZFYVE26,0.746217175,0.0868,
ARHGAP31,0.746217175,0.0868,
CRTC3,0.746217175,0.0868,
MRPS6,0.746217175,0.0868,
CCDC13,0.753884116,0.0868,
TXNDC11,0.77462522,0.087,
FMN2,0.870065778,0.087,
PTGIS,0.745453587,0.0871,
PLD2,0.796385382,0.0871,
TNS3,0.745413367,0.0871,
PGM1,0.744539813,0.0872,
FAM102B,0.744340788,0.0873,
ALG5,0.744340788,0.0873,
MARK4,0.749686426,0.0873,
PLEKHO1,0.748509693,0.0874,
MSANTD2,0.794910221,0.0874,
JMJD1C,0.744297314,0.0874,
NFYC,0.744256852,0.0874,
ZHX3,0.744256852,0.0875,
AFF4,0.744247595,0.0876,
FRAS1,0.745931218,0.0876,
TTC21A,0.755362671,0.0876,
INO80E,0.750346941,0.0876,
CXXC1,0.744085304,0.0876,
APBA1,0.751350948,0.0877,
SLC7A1,0.814418989,0.0877,
POGK,0.749257044,0.0877,
FAM195A,0.797282665,0.0877,
C19orf12,0.801694713,0.0878,
GALNT3,0.744085304,0.0878,
GREB1L,0.842609597,0.0879,
TLL2,0.75296772,0.0879,
GRAP,0.749686426,0.088,
METTL17,0.748509693,0.088,
C19orf10,0.74247221,0.0881,
TNPO2,0.742554156,0.0881,
FAM134A,0.751658243,0.0882,
MGAT1,0.746217175,0.0882,
KPNB1,0.742148352,0.0883,
FZD1,0.755287733,0.0883,
COQ7,0.74190173,0.0883,
AKAP11,0.7421439,0.0883,
NPL,0.741942866,0.0883,
DGKZ,0.74190173,0.0883,
PLCB1,0.74190173,0.0884,
ERF,0.741695849,0.0885,
DENND3,0.741695849,0.0885,
SLITRK1,0.783877671,0.0885,
CARNS1,0.792262065,0.0886,
ATF1,0.74140706,0.0886,
NUPL2,0.740760629,0.0887,
RAB38,0.740760629,0.0887,
CCDC97,0.740760629,0.0887,
TYMS,0.744256852,0.0888,
DHX16,0.740749904,0.0888,
UFD1L,0.740749904,0.0888,
S100A2,0.744256852,0.0888,
CHPF2,0.801773318,0.0888,
MCTP1,0.753956777,0.0888,
CDK14,0.740143413,0.0889,
KIAA1211,0.747600063,0.0891,
SBNO2,0.738571934,0.0892,
OSBPL8,0.737802995,0.0893,
INPP5B,0.737676869,0.0894,
SCEL,0.754224225,0.0894,
SGSM1,0.876533751,0.0895,
ERP44,0.737228687,0.0895,
PLXND1,0.737228687,0.0895,
EMC2,0.737178839,0.0896,
PLEKHM1,0.749648447,0.0896,
TRMT10C,0.73677212,0.0896,
RANGRF,0.753732653,0.0897,
MARCH5,0.7690489,0.0897,
EZH1,0.744085304,0.0898,
MYO5A,0.735830528,0.0899,
PRC1,0.735830528,0.09,
MED18,0.735685696,0.09,
PRCC,0.735685696,0.0901,
MYSM1,0.775489848,0.0902,
PTGES,0.769983454,0.0902,
PGM2,0.735591772,0.0902,
MRPL30,0.735591772,0.0902,
ENAH,0.734736367,0.0905,
SRGAP1,0.73478857,0.0905,
DDX51,0.73478857,0.0905,
DUT,0.734445196,0.0906,
MELK,0.821839143,0.0906,
YOD1,0.751158501,0.0907,
BRMS1,0.744085304,0.091,
SNRPA,0.732074076,0.091,
PLCG1,0.731531531,0.0911,
PCNT,0.73128172,0.0912,
SLC25A17,0.806391394,0.0913,
GPR108,0.76302069,0.0914,
GNAI2,0.73045595,0.0914,
TMEM109,0.73045595,0.0914,
NUP35,0.73045595,0.0914,
TSEN2,0.806391394,0.0914,
PAPD4,0.757720915,0.0915,
PPIG,0.729992806,0.0917,
TBC1D24,0.729785511,0.0918,
EI24,0.741608599,0.0919,
PLEKHA1,0.72869045,0.092,
DAPK3,0.728632787,0.0921,
ARMC2,0.842016255,0.0921,
TOM1,0.728632787,0.0921,
ZFP64,0.741003788,0.0921,
LOH12CR1,0.728575029,0.0922,
USP24,0.727905631,0.0923,
EDC3,0.727905631,0.0923,
HGD,0.727399441,0.0924,
COL28A1,0.7803125,0.0924,
SH3YL1,0.739780438,0.0924,
UBQLN3,0.735011868,0.0924,
RPLP1,0.727265615,0.0925,
CALML5,0.727310238,0.0925,
ENY2,0.727265615,0.0925,
AMOT,0.726638908,0.0926,
LOXL3,0.7888565,0.0926,
TMEM59,0.779081767,0.0927,
EGR1,0.79400695,0.0928,
SOD2,0.726235507,0.0928,
LZTS2,0.726235507,0.0929,
RCN1,0.726235507,0.093,
ANKRD32,0.729785511,0.0931,
SLC47A2,0.831997037,0.0931,
ARSE,0.867728239,0.0932,
BIRC5,0.744125896,0.0932,
ZHX1,0.724762204,0.0934,
C8A,0.724762204,0.0935,
MTMR3,0.724762204,0.0935,
ZC2HC1A,0.724762204,0.0936,
JAK2,0.737221029,0.0937,
SEPN1,0.724635868,0.0937,
ZMIZ2,0.724635868,0.0937,
TMEM120A,0.762005672,0.0937,
MAF1,0.724499219,0.0938,
SKA3,0.782631881,0.0938,
WRNIP1,0.724345975,0.0939,
DCUN1D1,0.724437246,0.0939,
ECSIT,0.723784984,0.094,
ARMCX5,0.754604409,0.0941,
PSEN2,0.79382887,0.0942,
ZCCHC3,0.722861749,0.0942,
C1orf85,0.722815789,0.0942,
AGRN,0.722907692,0.0942,
MAZ,0.722298867,0.0943,
CHAF1A,0.722252775,0.0944,
ST13,0.72156844,0.0945,
C12orf45,0.735011868,0.0945,
CNGB1,0.860496683,0.0946,
CENPB,0.721003539,0.0947,
CHCHD4,0.721003539,0.0947,
APBA2,0.735830528,0.0949,
TRMT1L,0.72051988,0.0949,
CUBN,0.849723426,0.095,
CHI3L1,0.828877981,0.0951,
MYH1,0.719785028,0.0951,
DHX33,0.726235507,0.0951,
TRIOBP,0.719785028,0.0951,
TMEM177,0.787473256,0.0951,
MRPS27,0.718955131,0.0953,
MED13,0.71855271,0.0954,
PPP1R1A,0.751504691,0.0954,
ZNF292,0.748549827,0.0954,
MCU,0.71855271,0.0954,
MYF6,0.746217175,0.0955,
UBAP2,0.718411551,0.0955,
FRA10AC1,0.739578053,0.0955,
PDE5A,0.724762204,0.0955,
PPP1R21,0.717766907,0.0956,
CDK17,0.717719691,0.0956,
GPX7,0.717814108,0.0956,
WDR18,0.717336784,0.0957,
POR,0.716932122,0.0958,
ATF2,0.716932122,0.0958,
EPHB4,0.716932122,0.0958,
ITFG2,0.716932122,0.0958,
YBEY,0.7170269,0.0958,
CLGN,0.7170269,0.0958,
TEX10,0.716742376,0.0959,
CACNB2,0.747719134,0.0959,
PSMB10,0.716336601,0.096,
MNT,0.729785511,0.096,
SH3GL2,0.716050851,0.0961,
TPD52L1,0.715764523,0.0962,
PIAS2,0.71598083,0.0962,
FAM109B,0.843768296,0.0964,
NSMAF,0.715019324,0.0964,
TSHZ3,0.797400029,0.0964,
GNAO1,0.715019324,0.0964,
ANAPC7,0.714827451,0.0965,
METTL21A,0.746217175,0.0965,
COA5,0.714466373,0.0966,
CD300A,0.745891099,0.0966,
LGALSL,0.71456253,0.0966,
STRIP2,0.714370152,0.0966,
GALNT16,0.847418965,0.0966,
LILRB2,0.786192851,0.0967,
CLASRP,0.721096262,0.0967,
INF2,0.714370152,0.0967,
GOLPH3,0.713525258,0.0968,
TREX1,0.716146166,0.0968,
SDCBP,0.713887523,0.0968,
NAV2,0.735011868,0.0969,
GRIK3,0.785587852,0.097,
REPIN1,0.712751534,0.097,
MALT1,0.712751534,0.097,
ATP6V0D1,0.7125327,0.0971,
BRMS1L,0.7125327,0.0971,
RUNX2,0.7125327,0.0972,
CYR61,0.7125327,0.0972,
PPP1R12A,0.7125327,0.0972,
CBX6,0.726235507,0.0973,
ZBTB21,0.726235507,0.0973,
FGFR4,0.730343958,0.0974,
TCF7L2,0.735685696,0.0975,
FAM126B,0.721003539,0.0975,
RAB12,0.709982174,0.0976,
MTMR1,0.709933038,0.0977,
TM9SF2,0.70973633,0.0977,
ZNF592,0.709883886,0.0977,
TBC1D31,0.849058399,0.0977,
PLBD2,0.709883886,0.0977,
ING3,0.720426716,0.0978,
TMEM131,0.80245227,0.0979,
MFN2,0.708688586,0.0979,
GYG1,0.708688586,0.098,
ATAD2,0.708688586,0.098,
THNSL1,0.708688586,0.098,
MOB3C,0.735830528,0.098,
CRIP3,0.783508351,0.098,
SPATA2,0.806391394,0.098,
DNAJC2,0.70846305,0.0981,
PRKCZ,0.70756144,0.0982,
ZSCAN32,0.801773318,0.0982,
THAP4,0.716050851,0.0983,
TYW1,0.751274005,0.0983,
CCDC37,0.792852872,0.0984,
CTTNBP2,0.731824646,0.0985,
HABP2,0.705647932,0.0986,
CD46,0.705597812,0.0986,
MRPS21,0.705597812,0.0986,
SMIM12,0.722769815,0.0986,
ADI1,0.705296731,0.0987,
FAM35A,0.813960758,0.0987,
CDK11A,0.704119795,0.0989,
CDK11B,0.704119795,0.0989,
TK1,0.704119795,0.099,
ATL1,0.721003539,0.0991,
GOPC,0.704077749,0.0991,
CACTIN,0.704077749,0.0991,
C2orf54,0.766471748,0.0991,
PALMD,0.704066506,0.0992,
AMOTL1,0.706089474,0.0992,
ZNF213,0.81633092,0.0992,
FRG1,0.703863871,0.0993,
BTN3A1,0.703914556,0.0993,
LXN,0.703641465,0.0993,
TESK2,0.765015776,0.0995,
DHCR24,0.703247249,0.0995,
ZDHHC3,0.873273945,0.0996,
FAM175A,0.716742376,0.0996,
OSBPL7,0.716552375,0.0996,
ANKLE2,0.702101188,0.0997,
KIAA1522,0.701501206,0.0998,
TUBGCP5,0.774457826,0.0999,
KRT6A,0.701501206,0.0999,
POLR2J,0.701501206,0.0999,
TFPT,0.821960582,0.0999,
HDAC4,0.701332804,0.1,
MT-CO2,0.701435485,0.1,
FBXO43,0.73784501,0.1001,
OXA1L,0.709078249,0.1001,
RAB3C,0.700972861,0.1001,
ZC3H7B,0.700369619,0.1003,
IPO5,0.700041752,0.1004,
ZDHHC20,0.72869045,0.1004,
MEX3D,0.699644183,0.1004,
PRKAR1B,0.699246476,0.1005,
GDI2,0.699142699,0.1006,
TM9SF3,0.699142699,0.1006,
MTSS1L,0.706189477,0.1007,
DDX19B,0.69836207,0.1009,
COX7C,0.69836207,0.101,
LIMK1,0.69836207,0.101,
SLC25A1,0.69836207,0.101,
DPM3,0.73248583,0.101,
ANXA8,0.697787019,0.1011,
CHL1,0.757683917,0.1011,
HOXB7,0.781804529,0.1012,
PLEKHJ1,0.784509331,0.1012,
STIL,0.808237623,0.1013,
FAM188B,0.766949191,0.1013,
MARS2,0.695906636,0.1015,
CST6,0.749609992,0.1017,
USP25,0.694264434,0.1017,
CWC25,0.703247249,0.1017,
PTGES2,0.694317544,0.1017,
NOB1,0.693983877,0.1018,
ARNT2,0.750384105,0.1018,
FAM96A,0.694211305,0.1018,
GSDMA,0.79400695,0.1018,
AGTRAP,0.693528783,0.1019,
RPS5,0.693528783,0.102,
ARFGEF2,0.693528783,0.102,
NHP2,0.693528783,0.102,
LAMB3,0.693528783,0.102,
STAT3,0.693528783,0.102,
LAMA5,0.693528783,0.1021,
PCDHB11,0.849684483,0.1021,
USP29,0.810534961,0.1021,
HAUS8,0.693528783,0.1021,
RPL27,0.693528783,0.1022,
ISG20L2,0.693528783,0.1022,
RLIM,0.716050851,0.1022,
CACNA1S,0.73478857,0.1023,
CHMP4B,0.693528783,0.1023,
KRT27,0.693513694,0.1024,
KRT10,0.692786922,0.1026,
ATP6AP1,0.692786922,0.1026,
FAM3C,0.692786922,0.1026,
METAP2,0.692786922,0.1027,
CLIC4,0.692786922,0.1027,
DDA1,0.692786922,0.1027,
APOL3,0.692786922,0.1027,
STAU2,0.692786922,0.1027,
LARP7,0.692574118,0.1029,
SNAP47,0.69185687,0.1031,
PHIP,0.692087445,0.1031,
POLA2,0.705597812,0.1032,
ZNF45,0.716050851,0.1032,
WBP11,0.691110286,0.1032,
SMG8,0.691341156,0.1032,
MAP1S,0.691110286,0.1033,
KIAA1524,0.691110286,0.1033,
OSBPL5,0.691110286,0.1033,
TARSL2,0.691110286,0.1033,
MASP2,0.73664523,0.1034,
UBE2Q1,0.690321062,0.1035,
XAF1,0.690321062,0.1035,
MAP3K7,0.689883658,0.1036,
KSR1,0.704077749,0.1037,
BRF1,0.744256852,0.1038,
COX6A1,0.689554791,0.1038,
RPL27A,0.689445012,0.1039,
RALA,0.689415177,0.1039,
KDELR2,0.857573844,0.1039,
FCHO1,0.712751534,0.104,
PGAM5,0.689415177,0.104,
DNAJC13,0.68909733,0.1041,
MVD,0.688698753,0.1042,
PZP,0.688698753,0.1042,
ANKRD20A8P,0.812928103,0.1044,
ANKRD20A4,0.812928103,0.1044,
PHF21B,0.730431603,0.1044,
LRCH4,0.687064669,0.1045,
PYDC1,0.693528783,0.1045,
SH2D1A,0.689445012,0.1046,
HOXC9,0.735830528,0.1046,
RDH13,0.685304124,0.1048,
AACS,0.685304124,0.1048,
FAM184B,0.744256852,0.1049,
TMA7,0.685304124,0.1049,
ANKZF1,0.685304124,0.1049,
CCDC8,0.692786922,0.105,
SPTAN1,0.684978183,0.105,
BECN1,0.684809733,0.1051,
FOXO4,0.735011868,0.1051,
STYX,0.737676869,0.1051,
GLE1,0.68410469,0.1052,
PRKCH,0.68410469,0.1052,
CASP2,0.68410469,0.1053,
BBS5,0.784844751,0.1053,
FLI1,0.68410469,0.1053,
CLK2,0.769695364,0.1054,
TAF15,0.683898565,0.1054,
APOB,0.68361594,0.1055,
ZDHHC5,0.68361594,0.1055,
TRMT61B,0.68361594,0.1055,
IQSEC3,0.701332804,0.1055,
SEPP1,0.683332806,0.1056,
INTS12,0.683332806,0.1056,
FES,0.683238143,0.1057,
TCHH,0.690321062,0.1058,
CRELD2,0.682225702,0.1059,
MMP7,0.682225702,0.1059,
PIK3C2B,0.682282671,0.1059,
KRT6B,0.682063423,0.106,
CDKN2A,0.68183498,0.1061,
MON1B,0.68183498,0.1061,
ZNF280C,0.681892122,0.1061,
SLC4A3,0.724499219,0.1061,
ASTN2,0.744207042,0.1062,
CMTR2,0.693528783,0.1062,
EIF3M,0.680713125,0.1063,
HNRNPH1,0.680655688,0.1064,
VAMP7,0.680655688,0.1064,
